2 Bal 2 Neg||Crowd Pleasers, The|||Funky London|Get Low Playaz||I Smooth 7|Al Jarreau|Al Kapone|Lighter Shade Of Brown, A|||O Pensador, Gabriel||Q-Burns Abstract Message||Sweet Tee||Univerasl Voice|Van Helden, Armand|BeBe Winans|X-21 Studios||
2 Below Zero||Celious, Aaron Kabir ||E-40|49'ers|A Gee|Alfonzo Hunter|I.b.s.|Brian Jackson|Carey Kelly|Arthur Louis|Markie Dee|Alfred Noise|O.H.M.|Prime Time|Q-Tip||Alan Silvestri||Underground Committee, The|Charlie Valens|Cadillac Willy|X-Cellence|Marvin Yates|Z-Rock
2 Mex|Ant Banks|Alon Cohen||E-A-Ski ; http//www.mreaski.com/|Alric Forbes|Bobby Gaylor|Aunray Hollywood|I.d.o.l. King|Johnny Z. Band, The|Jack Knight|Barbara Luke|Biz Markie|Andre Nickatina|O.c.f.|Bernard Purdie|Quad City All-Star Christmas|David Royal|Antonio San||The Union|Jeffrey Valentine|CeCe Winans|X-Clan||Zane
2Pac|B Legit|Antonio Covatus||E-Mack-7|Charles Fambrough||Bobby Hutcherson|I.m.p.|Donell Jones|K II S (key To Salvation)||Bob Marley||O.c.u.|Pete & C.l. Smooth Rock|Quad City Dj's|Derf Reklaw|Bruce Saunders|Amon Tobin|U-God|Mak Villain|Daryl Waters|X-Cult|Y-G'z|Zap Mama
2 Live Crew|B Rich|Bola Chill|Desire Boys S.F.P.|E-Play Smooth|Darkroom Family|Eddie Griffin|D. Herbie|IN-Q ; http//www.in-q.com/|Freddie James|K-90g The Dobe||Bobby Matos|Jason Nevins|O.g. Cell-E-Cell|Chuck Prophet|Quad City Dj's/Freak Nasty||Smith, DJ Andy|Black Thawt|U-Mynd|Vission, Richard "Humpty"|Warfield, Justin Supernaut |X-Dream|Y.W.F.C.|Zeeda
2Mex|B-Movie Fiendz|C Note|Die Reim Banditen|E-Rock|Fresh, Doug E. |G-Ism|Dave Hollister|INF|Gregg Jarrell|K-Ci|L'trimm|Brigette McWilliams|Jessye Norman|O.g. Funk|Dave Pike|Quad Force|Dusty Roadz|Danielle Steel|Cal Tjader|U.N.K.L.E.||Justin Warfield|X-Ecutioners|Ya-Boyy|Zeno
2 Skinnee J´s ; http://www.2sj.com/|B-Wiz|C-Bo|Digital, Bobby|E.C. Illa|Dread Flimstone|G. Love & Special Sauce|Delilah Harris|Ice Cold Fire ; http//www.icecoldfireproductions.com/|J Love|K-Ci & Jojo|L.A. Bravo|CJ Mack|Ken Nordine|O.g. Goldie||Quad Squad|J. Rawls|David Sedaris|David Tyree|U.N.L.V.|V.A. Syndikate|Karry Walker|X-Games (series)|Yah Supreme|Zion I ; http//www.zionicrew.com/
2 Unlimited|B.B.Jay ; http//www.bbjay.com/|C-Funk|DJ Nasty Knock|E.S.G.|F-One-Three|G.O.D.|Durdy Harry|Ice Cube ; http://www.icecube.org|J Tea|K-Love|L.A. Symphony ; http//www.lasymphony.com/|Charles Mingus|N Time|OC|Gilles Peterson|Quad Star|Rosenburg, Keith 'mr. Bassman' ||Gina Thompson|U.S. Naval Academy Gospel Choir|VH1.com: Mia X|Kino Watson|X-Mob|Yall So Stupid|Zombi Squad ; http//www.zombisquad.com/
2nd II None|B.C.O.|C-Loc|DJ Jubilee|E.b. Da Daddy Of Da Hood|F.l.a.k.o.|G.T.|Fred Horn||J'Lahm|K-Maxx|L.A.Bean ; http//www.labean.net/|Craig MacK|N-Kroud Kliq ; http//www.n-kroud.com/|OMNIGOD ; http//www.headcrack.com/|James Plotkin|Quannum|Larry Robinson|Dred Scott|Jimmy Tate|U.T.F.O.|VIP's|Mervyn Warren|X Plastaz ; http//www.xplastaz.com/|Yalloppin` Hounds ; http//www.yalloppinhounds.com/|
2CHE|B.D.I Thug & Steele Black Moon|C-Loh|Digital Generation|E.c.|FLAT-TIES|G.a. Girlz|H Wood|Ice MC|J'Roll|K-Rino|L.G. Wise|Cross Movement|N.A.P.|Oak Cliff Assassin/Gold Finger|Jesse Powell|Quarter & One Half|Lil Ric|Dubb Smoke|Keith Terry|U.d.i.|VIPs|Whaley (Bored Stiff), P.|X-Raided|Yankee B.|
3-S.O.T.|B.G.'S Z|C-Murder ; http://www.c-murder.net/||E.n.e.m.y. Mindz|Fabolous ; http://www.fabolous.net/|G.i. Boys|H-Blockx|Ice Man 'j'|J-88|K-Stone & The Deadmen|L.L. Cool J ; http://www.llcoolj.com/|Johnny Moped|N.E.R.D ; http://www.n-e-r-d.com/|Obie Trice ; http://www.obietrice.com/|Jimmy Page|Quarter Mob|Marianne Rosenberg|Erick Sermon|King T|U.m.c.'s|Vamp Dogg|Ron C. Watts|X-Treme Bass|Yazid|
3XKrazy|B.N.O.C.|C-NO|Ace Deuce|EMQ Entertainment|Facemob|G.p. Wu|H-Bomb|Ice T|J-Bad|K-Street|L.O.G.|Keith Murray|N.O.T.S. Click|Oddiscee|Kelly Price|Quasimoto|Mob Related|Garnett Silk|Lidell Townsell|Ugk|Vanilla Ice ; http://www.vanillaice.com/|The What|Xl|Yella|
3rd Bass|B.V.S.M.P.|C.O.A.|Ann Duquesnay|EPMD|Faces Of Death|GAGE|H-Town|Ice Water Slaughter|J-Dubb ; http//www.desperadorecords.com/|K.R.O. & House Band of the Apo|L.a. Down|Kelli Mack|N.W.A. ; http://www.nwaworld.com/|Off Da Hook|Longineu Parsons|Queen Latifah||Scott-Heron, Gil|Lil' Troy|Ugly Duckling ; http//www.uglyduckling.us/|Various Artists - Flashback (Series)|Wright III, Tommy|Xmaz-N-The Hood|Yellow Note|
3-2 Get Funky|B.g. Knocc Out & Dresta|C.c. Lemonhead|Davis, Byron & The Fresh Krew ||Facez of Death|Galactic|H.e.a.l.|Icey Mo' Quad|J-Live|K.m.d.|L.a. Mack|Kurtis Mantronik|N.W.A. (Tribute)|Ol Dirty Bastard ; http://www.oldirtybastard.com/||Queen Pen|Pete Rock|Howard Shore|MC Twan|Ultra Magnetic Mc's|Various Artists - Rap|WSRidahs.Com|Xplicit|Ying Yang Twins|
4 in da Morning Crew|B.g. The Prince Of Rap|C.e.b.|D Of Trinity Garden Cartel|ESham|Factor|Galaxy|H.w.a.|Icf|J-Mack|K7|L.a. Nash|M Sane|N.o.h. Mafia|Ol'skool Butta|P Diddy ; http://www.p-diddy.com/|Quo|R.A.C.E.|J. Spencer|Merle Travis|Ultramagnetic MC's|Various Artists - Rap/ Hip-Hop|Warp 9|Xtra Strength/Nevins|Yo Yo|
4th Avenue Jones ; http://www.4thavenuejones.com/|B.o.c.|C.i.n.|D'Abuz System|EVP|Falo|Game Related|Haiku d'Etat|Icon Zero|J-Rocc|KG|L.a.d.|M-Boogie|N.o.t.p.|Old School (Thump Series)|P O S||R.B.L. Posse|Junebug Slim|Toney, Oscar Jr |Ump Music|Various Artists - Rap/ Hip-Hop - Bass Music|Warren G|Xx|Yo Yo Honey|
5th Ward Boyz|BC|C.m.p.|D'Influence|EYC|Fam Bam Clicc|Gang Starr|Half Pint|Ideal|J-Sly|KRU|L.l. Cool J (bb)|M.C. Breed|N.o.t.p. (nature Of The Pride)|Old School Classics|P'taah||R.I.P.|Lakim Shabazz||Uncle Al|Various Artists - Rap/ Hip-Hop - Gangsta & Hardcore||Xzibit ; http://www.xzibitnet.com/|Yo!Bots ; http//www.yobots.com/|
11/5|BG|C4 Entertainment|D'Tripp|East Flatbush Project|Fam-Lee|GangStarr|Halfbreed|Ii D Extreme|J. Capone|Ka'Nut|L.s.d.|M.O.P.|N.o.t.s.|Old School Love Songs (Series)|P-King||R.b.l. Posse's Hitman|Melky Sedeck||Uncutt|Various Artists - Rap/ Hip-Hop - Latin Rap|Watts Gangstas|X-ecutioners, The ; http://www.x-ecutioners.net/|Yo, Flaco! ; http//www.yoflaco.com/|
12-21|BHG|CCH|D-Elite ; http//www.d-eliteworld.com/|East Side Ryders|Family Affair|Gangsta Bass Alliance|Hammer|Ii Da Flo|J. Davis Trio ; http//www.jdavistrio.com/|Kaelyn|LL Cool J|M.O.T.|N.w.h.|Old School Mixx (Thump Series)|P.A.||R.p.m.|Paul Speer|T Ski|Unda Sett|Various Artists - Rap/ Hip-Hop - Old School|Waveform 7||Yo-Iz|
23 Skidoo|Baby Blue Sound Crew ; http//www.babybluesoundcrew.com/|CID|D-Flexx|Eastbound A.K. Love|Family Bizniz Clique|Gangsta Blac|Handsome Boy Modeling School|Ii Forreala|J.J. Fad|Kain|LOX, The|M.T.|N2deep|Old School Players|P.C.O.||RZA|Phil Storm|T-Bone|Under Tha Influence|Various Artists - Rap/ Hip-Hop - Underground|Way 2 Real||Yoshide/Eye|
24K ; http//www.24dangerspots.com/|Baby C|CJ Mac|D-Lemma|Eastie Boyz|Fantasic Romantic 5|Gangsta Boo ; http://www.gangstaboo.net/|Hard As Hell!|Ii Tru|J.W. & Mr. J.|Kali's Finest|LV|M.V.P.'Z|NB Ridaz ; http://www.nbridaz.com/|Old School Rap (Series)|P.E.A.C.E.||Rabeez|Rob Swift|T-Bones|Under The Influence|Verbal|Wc||Young & Restless|
50 Cent ; http://www.50cent.com/|Baby Rasta & Gringo|CMA (Mystic Journeymen)|D-Loc|Eastsidaz ; http://www.eastsidazonline.com/|Fast 1|Gangsta Pat|Hard Boyz|Ill Al Skratch|J.t. The Bigga Figga|Kam|La Haine|M?T|NIght Rider|Old School Rarities (Series)|P.M. Dawn ; http://www.pmdawn.net/||Radioactive Goldfish|Roxanne Shante|T-Isaam|UnderClassMen ; http//www.underclassmen.ch/|Veteranz/Luvbug Starski|Wc & The Maad Circle||Young Black Teenagers|
69 Boyz|Baby X|Caffeine|D-Nice|Eazy E ; http://www.eazy-e.com/|Fat Beats & Brastraps: Women Of Hip-Hop (Series)|Gangsta The Comrad|Hard Headed|Ill Source|JP|Kamnesia ; http//www.kamnesia.com/|La Mifa|MC Ade|Na'Foe|Old Skool P.O.F|P.S.D.||Rae & Christian|S'express|T-Love|Underbelly|Vicious|We Still Holding||Young Bleed|
75 Degrees ; http//www.75degrees.com/|Bace|Cage|D-Note|Ebone`Soul||Gangster on the Move|Hard, Ben B|Ill-Adapted|JSIII|Kanabis The Edit Assassin|Ladi Phat|MC Hammer ; http://www.mchammerusa.com/|Nadanuf|Omega Force Band|P.Way||Raekwon|S.B.S.|T-Tee|Underground Bass Masters|Vicious Base|Webster Hall Records||Young Cashpa|
112|Back 2 Bass X|Cali Life Style|D-Roc & 2 Tight Click|Ebony Blade|Fat Boys, The|Ganksta C|Hardatac|Imajin|JT Money|Kane & Abel|Ladies Of Virtue|MC Lyte|Nade|Omp (orange Mound Player)|P.k.o.||Ragabass|S.I.P.E|T.C.F. Crew|Underground Kingz ; http://www.the-ugks.com/|Vicious Razor & Skribble|Wemean||Young Dre|
1.8.7|Backlive|Calo|D-Rocka|Ed O.g & Da Bulldogs|Fat Joe ; http://www.fat-joe.com/|Ganksta N-I-P|Havoc & Prodeje|Immature|Ja Rule ; http://www.jarule.net/|Karlio|Lady J (holiday)|MC Paul Barman ; http://www.mcpaulbarman.com/|Naif|On 2|P.m.h.i.||Rage Against The Machine|S.P.A.D.E..|T.H.C.|Unheard Crew, The|Vico-C|Wendellman||Young Droop|
404 Soldiers|Backstreet Law|Cam'Ron ; http://www.camronfans.com/|D-Shot|Ed Palermo Big Band|Fat Kev|Gansta Bass Alliance|Hawkins, Erik ; http//www.muzicali.com/|Imperial Element ; http//www.imperialelement.com/|Jack Light Move|Kartel|Lady Red|MC Random|Nais|On The Down Low|PCM||Ragga Mania (Series)|S.U.S.P.E.C.T.S|T.I.|Union|Villain|West Coast Rap (Series)||Young Gangstas|
420 Lauda ; http//www.420lauda.com/|Backyard|Camp Lo|D.A.P.|Eddie Harris|Fat Pat|Gc Green|Head Bobbin' Entertainment|Impromp 2|Jackal The Bear|Kartell|Lady of Rage|MC Ren|Nappy Roots ; http://www.nappyroots.com/|One Eight Seven|Pablo, Petey ; http://www.peteypablo.com/||Raggs|S.b. & Joey|T.N.T.|Unisense ; http//www.unisense.net/|Viper's Freestyle Hit Parade (Series)|West Coast Rhyme Sayrz||Young Gunz|
504 Boyz ; http://www.thenewnolimit504boyz.com/|Backyard Rangers|Candyman|D.F.C.|Eddie Mac|Fatal|Gemini|Heather B.|Incredible Crew|Jadakiss ; http://www.jadakiss.com/|Kasai|Lakeside|MC Shan|Nas ; http://www.iamnas.com/|One Eight Seven Fac|Pal Joey||Rah Digga ; http://www.rahdigga.com/|S.p.i.c.|T.O.A.K.|Universe Neo|Visionaries|Westside Connection ; http://www.westsideconnection.org/||Young Hustlaz|
702|Bad Boyz Of Bass|Canibus|D.I.T.C.|Egyptian Lover|Fatal Konnektion|Genacide|Heavy D|Indescent Xposure|Jade|Kb Dub|Land Of Da Lost|MC Solaar ; http://www.solaarsystem.net/|Nas-T|One Man Gang|Panacea||Raheem|S.p.i.c.k.|T.W.D.Y.|Uno|Vita|Wet Boys||Young Know|
808XS|Bad Luck 13|Cap`t Raab and tha Patroling Fartknockers|D.J. Krust|Eightball & M.J.G.|Fatha Dom|General Grant|Heavy D & The Boys|Indo G. & Lil' Blunt|Jahi|Kc Flightt|Land Of The Heartless||Nasties|One Time Down|Papa Brittle||Raheem The Dream|SESH|TLC|Unsung|Vitamin C|White Cloudz||Young Lay|
1000 Clowns|Bad Ronald ; http://www.badronaldmusic.com/|Capone|D.M.S.|El General|Father|Generalz|Heavy D/Supercat/Paul|Industrial Bass Machine|Jalal|Keke Loco Presents|Laquan|MC Text|Nasty Boys|One Way|Papa Reu||Rahzel ; http//www.rahzel2000.com/|SMUV|TQ|Untouchable Goodfellas|Vizunari|White Dawg||Young M.C.|
?uestlove |Baddazis|Capone, Shane ; http//www.rockcityrec.com/|D.O.C.|El Jefe ; http//www.eljefemusic.com/|Father M.c.|Genius|Helicopter Girl ; http//www.helicoptergirl.com/|Infinite Mass|Jamaican Quad Squad|Kelis ; http://www.kelis.com/|Large Professor|MC Trachiotomy|Nastyboy Klick|Onyx ; http://www.onyxdomain.com/|Paperboy||Rakim ; http://www.rakim.com/|SWV||Untouchablez|Volume 10|Whodini||Young Mugzi of the Mossie|
Ill Relatives, The|Badmarsh & Shri|Capone-N-Noreaga|D.O.W.N|El Presidente|Fatlip|Genius/GZA ; http://www.liquidswords.com/|Heltah Skeltah|Infinity|Jamal|Kelvynator|Latin Fresh|MECA|Natas|Opus III|Papote & Fresh||Ralph Dog ; http//www.ralphdog.com/|Sa Deuce|TRU|Urban Dance Squad|Vontel|Whorgasm||Young Murder Squad|
Afrika Bambaataa|Badwayz|CappaDonna ; http://www.cappadonnafans.com/|D.S.C.|El Stew|Fatpat|Geno V|Hemp|Inner-Vation|Janine|Kenny Flyy|Latin Rascals|MF Doom|Nate Dogg|Orbit|Parabellum||Rampage|Saafir|TY|Urban Disciple|Vooodu|Whoridas||Young Prodeje|
A Dam Shame|Baha Men|Cappuccino|D.b.a. Flip|El Timo|Faze Action|Gentle People|Herbaliser ; http//www.herbaliser.com/|Innerlude|Jax|Kenny Red|Latin Tribe|MJG|Nate The Great and Bubba Hound|Organized Konfusion|Paris||Ranks/Rebel|Sabelle|Ta-Ta|Urban Funk Ordinance|Velez, Gloria ; http://www.gloriavelez.com/|Wild Boyz||Young Rome|
A+|Bailbondsman|Captial Punishment|D.d.c.|Elecktron|Fazeek Da Lost Child|Gerardo|Heretix666 ; http//www.heretix666.com/|Innersoulflow ; http//www.innersoulflow.com/|Jay Tee|Khia ; http://www.khia.net/|Latino Velvet|MPeeze|Nationwide Rip Ridaz|Originoo Gunn Clappaz|Parliament||Ransom|Sac-Sin|Tab Two|Urban Hype|Vinroc ; http//www.vinroc.com/|Wild Wild West (Related Recordings)||Young Soldierz|
A-1 Swift|Baka Boyz|Cardan|D.t.l.|Electro Breaks (Series)|Fbg|Get Funky Crew|Herm|Innocent Until Proven Guilty|Jay-Z ; http://www.jayzonline.com/|Kid Capri ; http//www.kidcapri.com/|Latyrx|MTS|Native Deen ; http//www.nativedeen.com/|Oso|Partial Post||Rap From Brazil|Sackcloth Fashion ; http//www.sackcloth.com/|Tabb Doe|Urban Renewal||Wildliffe Society||YoungBlood Brass Band|
A-G-2-A-Ke|Baktabak Interview (Series)|Cartel|D.y.c.|Eleven/5|Fearless Poets|Get It Boyz|Hi-Town DJ's|Inoj|Jaz|Kid Fresh|Layzie Bone|MTV Party To Go (Series)|Native Woods|Otis & Shugg|Partners In Crime||Rap's Greatest Hits (Series)|Sahib Shihab|Tactile|Urban Species||Williams, Saul ; http://www.saulwilliams.com/||Youngbloodz ; http://www.youngbloodzatl.com/|
A-James|Bakwoodz|Cartouche|D12 ; http://www.d12online.com/|Eleventh House|Fedro Starr|Get Some Crew|Hideout|Insane Clown Posse ; http://www.insaneclownposse.com/|Jazzhole|Kid Frost|Le Gooster|MTZ Adogg|Natural Elements|Out Tha Box ; http//www.outthabox.com/|Partners-N-Crime||Rapmasters: From Tha Priority Vaults (Series)|Salt-N-Pepa|Tag Team|Urban Underground||Willie D||Youngbucks|
A-Team|Baldhead Rick & S.b.|Cash Money Millionaires ; http://www.cashmoney-records.com/cashmoney.htm|D2 Tha S (dedicated To The Str|Elgin K|Fedupfaction ; http//www.fedupfaction.com/|Geto Boys|Hieroglyphics ; http://www.hieroglyphics.com/|Insight ; http//www.insight.fm/|Jazzmatazz (Series)|Kid Frost/Mellow Man Ace|Leaders Of The New School|Mac|Nature (Rap)|Outer Limits Of Audio Fidelity|Passion||Rappin' 4-Tay|Sisters Underground|Take 2 & Action|Us3||Windy City Kings||Your Works|
A-Town Players|Ball Player|Cashmere|DB Bass Killaz|Eli & K Serrah|Feenom Circle ; http//www.feenom.com/||High Heat|Insolence|Jemini The Gifted One|Kid Koala ; http://www.kidkoala.com/|Lecker Fischbraet|Mac Dash Mone|Naughty By Nature ; http://www.naughtybynature.com/|Outhouse|Pastor Troy ; http://www.pastortroy.net/||Rappin' Ron & Ant Diddley Dog|Sam-N-The Swing|Tales From The Underground|Usher||Wise Intelligent||Yukmouth|
A.B.G.|Ballers|Cast|DJ Bijal|Eligh|Fesu|Gettovetts|Highruallahz|Inspectah Deck|Jerry-G|Kid Power Posse|Leftfield|Mac Dre|Ndescent Xposure|Outkast ; http://www.outkast.com/|Paul Mak||Ras Kass|Sammy Sam|Talib Kweli & Hi-Tek ; http://www.talibkweli.com/|Utopia State||Witchdoctor||Yungstar|
A.D.O.R.|Balli & Fat Daddy|Casual|DJ Boogie|Elohim Team|Fever|Ghetto Bass Dj's|Hip Hop|Inspector Gadget Posse|Jeru The Damaja|Kid Rock ; http://www.kidrock.com|Legend Man|Mac Mall|Ndg (no Description Given)|Outlawz ; http://www.madeniggaz.net/|Peace||Rascalz, The|San Quinn|Talib from Imajin|Uzi Bros.||Witchdoktors||Yz|
A.G.|Ballzack ; http//www.ballzack.com/|Cause For Alarm/Warzone|DJ Cam|Elusive ; http//www.realaz.net/|Few Good Men|Ghetto Beats|Hip Hop Classics (Series)|Interview|Jesse Jaymes|Kid Sensation|Legion|Mac Mill|Nebula Funk|Overground|Peace Bureau||Rasco|Sandman|Tamar|||Without Rezervation|||
A.M.W.|Baltimore, Charli|Cee-Lo ; http://www.ceelo.net/|DJ Cash Money|Elwood|Fflame|Ghetto Dawgz Revue|Hip Hop Independents Day (Series)|Inthevisualz ; http//www.inthevisualz.com/|Jiggy|Kidz|Legion 7|Mac Shawn|Necro ; http://www.necrohiphop.com/|Overlord X|Peanut Butter Wolf||Rass Kass|Sandor|Tame One ; http//www.tame-one.com/|||Without Warning|||
A.P.P.|Barebones|Celetia|DJ Clue|Emcee Cooler|Ffwd|Ghetto Dynasty|Hip-Hop Non-Stop|Intoxicans|Jim Crow|Kiis|Leroy Smokes ; http//www.leroysmokes.net/|MacK 10/Big Mike/Dj U-Neek|Needles|Oxmo Puccino|People Under The Stairs ; http://www.peopleunderthestairs.net/||Rat Fine|Sandspiders|Tap Dat Azz (TDA)|||Wize Men, The ; http//www.wizemen.com/|||
A.T.F.|Barons|Cella Dwellas|DJ Clue|Eminem ; http://www.eminem.com/|Fiedien|Ghetto Guerrilla|Hipsway|Invisibl Skratch Piklz|Jimmy Jay|Kil|Les Nubians|MacK Da Maniak|Nefarious|Ozomatli ; http://www.ozomatli.com|People Without Shoes||Rat House|Sandy & Papo Mc|Tapp|||Wizzard|||
A.d.o.r.|Barry G.|Cellski|DJ Craze|Encore (Rap)|Field Mob ; http://www.fieldmob.com/|Ghetto Mafia|History Of Hardcore (Series)|Iraj|Jin tha MC|Killa Tay|Les Sage Poetes De La Rue|MacK E.l.|Nefarius|Shaquille O'Neal ; http://www.shaq.com/|Pep Love ; http://www.pep-love.com/||Rated X|Sankofa|Tar Baby|||Wojack|||
ABB Records Presents|Basehead|Celly Cel ; http//www.celly-cel.com/|DJ DMD|Endangered Species|Fiend|Ghetto Philharmonic|History Of Rap (Series)|Irredescence|Jizzm High Definition|Killah Priest|Leshaun|Mack 10 ; http://www.mack10.com/|Neighborhood Clicc|The Outfit|Peppalottii||Ravenous Munkz|Santana|Tarasco|||Wolf Pack|||
ADZ|Basis|Central Boyz|DJ Dara|Enhanced Vision Project ; http//www.evp.bigstep.com/|Fifth Ward Juvenilez|Ghetto Rainbow ; http//www.ghettorainbow.com/|Hithard|Isis (Rock)|Jock Jams (Series)|Killarmy|Lethal||Nelly ; http://www.nelly.net/|Outhere Brothers, The|Perez, Amanda ; http://www.amandaperezmusic.com/||Raw Breed|Santessa|Tash|||Wolfpac|||
AGP|Bass 2 Tha Old School|Cha Cha|DJ Dero|Enocent|Fifty Cent|Ghetto Soldiers|Hive|Island Boyz|John B|Killer D & II Dope Posse|Level III|Mackadelics|Nemesis|The Outsidaz|PhD||Raw Elements|Santo The Honduspitfire|Taste Of Swing Time (Series)|||Wonder, Wayne ; http://www.waynewonder.com/|||
AMG|Bass 305|Chaddy 1 P.u.s.|DJ Design|Entouch|Fila Phil|Ghetto Street Fighters|Hoerzu|Island Nation|John Smith's BLUNDERBUS|Killer Mike|Lex A.d.|Mad Cj Mac|Netherworlds||Pharcyde, The ; http://www.thepharcyde.com/||Raw Ice|Sauce Money|Taydatay|||Wood|||
ATC|Bass Addiction|Chamillion ; http//www.chamillionaire.com/|DJ Dirty Money & Mr. Quikk|Entrique|Filthy Phil|Ghetto Style Dj's Bass|Hoku|Isosceles ; http//www.isosceles.tv/|Johnny Boy|Kilo|Lifer's Group|Mad Cobra|New Dimension Band||Pharoah||Raw Remainderz|Saukrates|Taylor Boyz|||Woodfellaz|||
AVP Freestyle (Series)|Bass Alert|Changing Faces|DJ Faust|Enyaphace|Filthy Rich|Ghetto Twiinz|Holiday Styles ; http//www.holidaystyles.net/|It's On Down Here|Johnny P|Kilo G|Lifestyle|Mad Dog Clique|New Edition||Pharoahe Monch||Ray Ray & Sinister Tonz|Savareign ; http//www.savareign.com/|Tbtbt|||Woodland Creaturs ; http//www.woodlandcreatures.com/|||
AWOL|Bass Alliance|Channel Live ; http//www.channellive.tv/|DJ Food|Epileptic Disco|Final|Ghost Town Dj's|Hollis|Ivy Queen|Johnson, Syleena ; http//www.syleenajohnson.com/|Kinfusion|Lighter Shade Of Brown|Mad Flava|New Flesh For Old||Phatstaxx ; http//www.phatstaxx.com/||Rbx|Scalpel|Te Kupu ; http//www.tekupu.com/|||Word of Mouth|||
Above Levels|Bass Apocalypse|Channel Six|DJ Frane|Epitafh ; http//www.epitafh.com/|First Comin|Ghostface Killah ; http//www.ghostfacekillah.com/|Holly Rob/Dr. Ray|Iz|Joint|King C|Liks, Tha ; http://www.alkaholiks.com/|Mad Flavas: Beats For The Boulevard (Series)|New Kingdom||Phfeel Tha Sneak ; http//www.phfeelthasneak.com/||Real Killers|Scanner|Teacher Killers|||World Class Wreckin' Cru|||
Above The Law|Bass Automator|Chapter 11 ; http//www.chapter11music.com/|DJ Hollywood|Era|First Degree The DE|Gigolo Tony|Homeless Criminals|Izaya|Joint Mobb|King D|Lil 1/2 Dead|Mad Kutz|New Visions Band||Phife Dawg ; http://www.phifedawg.com/||Real Live|Scaramanga|Tear Da Club Up Thugs|||Wreckless Klan|||
Absolute Beginner|Bass Bombers|ChazBaby ; http//www.chazbaby.com/|DJ Honda|Eric B. & Rakim|First Generation Rap (Series)|Gina G.|Homeless Nation|Mark Isham|Joint Ventures|King George|Lil Benny & Masters|Mad Lion|Newcleus/Ex'tra T's||Philly`s Most Wanted ; http//www.phillysmostwanted.com/||Real Rap|Scare Dem Crew|Teardrop|||Wreckshop Family|||
Abstract Giants ; http//www.abstractgiants.com/|Bass Boy|Che Fu ; http//www.che-fu.com/|DJ Jazzy Jeff ; http//www.djjazzyjeff.com/|Erina & The Afro Bros.|Fischmob|Ginuwine|Hometown Boyz|Mark Izu|Jointz From Back In Da Day (Series)|King Goldi|Lil Ced|Mad Professor|Nice & Smooth||Phoenix Orion||Real Untouchables|Scarface|Tec-9 |||Wreckx-N-Effect|||
