10-9-Tus|B. Joe  ; http://www.b-joe.com/|C Pop ; http://www.c‑pop.dk/|D:Code ; http://www.d.code.person.dk/ |E.P.O.|Fabulous Rock'n'roll Band, The ; http://www.fabs.dk/|Gamle Mand og Havet, Den  ; http://www.theoldman-and-thesea.com/|H2so4 |Ib The Prune ; http://www.ibtheprune.dk/|Jack Cannon & The Sidefills|Kantarel|La Bondage;, http://www.labondage.dk/|M-A-P|N`evergreen ; http://www.nevergreen.dk/|...og hans løkke ; http://www.oghansloekke.dk/|P.h.D|Queen Show feat. Killer Queen ; http://www.killerqueen.dk/|R*A*C|Safran ; http://www.safran.nu/info.html|T‑Law ; http://www.t‑law.dk/|Ulrikkeholm, Majbritte|Vano Mills ; http://www.knracing.dk/vanomills/ |Wake, The|X'Plain ; http://www.xplain.dk/|Yasmin|Zapp Zapp ; http://www.eranndd.com/music/discography.asp|Ørenlyd ; http://www.orenlyd.com/||Åberg  ; http://www.aberg.dk/
Annapurna ; http://www.annapurna.dk/|Big Yellow Taxi ; http://www.bigyellowtaxi.dk/|Complex Edh ; http://www.complex-edh.dk/|Doktor Fjols||Furekåben||||||Ludo X  ; http://www.ludox.dk/|Michelle Birkballe ; http://www.michellebirkballe.dk/|||Poul Krebs  ; http://www.poulkrebs.com/||Rubberboots|Sika|The State ; http://www.thestate.dk/|||||||||
Anne Dorte Michelsen ; http://www.annedortemichelsen.dk/|Billy Cross ; http://www.danskmusik.com/dmfbook/rock/html/billy_cross_the_all_stars.html|Compos Mentis ; http://www.composmentis.dk/  |Domæne ; http://www.domaene.org/ ||Furious Funk ; http://www.furiousfunk.dk/||||||Luksus ; http://www.luksusnet.com/ |Midnight Sun|||Poul Halberg ; http://www.poulhalberg.dk/||Rugsted-Kreutzfeldt ; http://www.rugstedkreutzfeldt.dk/|Silence|The Surf Riders ; http://www.thesurfriders.dk/|||||||||
Anne Grete|Birk ; http://www.birk.nu/|Cold Fusion|Doraz||FutureRock ; http://www.futurerock.dk/||||||Lulu Band ; http://www.julie.gl/Lulu_Larsen_Band.html|Midt Om Natten , http://www.midtomnatten.dk|||PP Tough and the rattlesnakes ; http://pp.tough.homepage.dk/ ||Rumours|Silent Fish ; http://www.silentfish.com/|The Sweet|||||||||
Anne Linnet ; http://www.linnetsongs.dk/|Bitter Sweet Harmony  ; http://www.bittersweetharmony.com/|Color Blind ; http://www.color‑blind.dk/|Dot‑dk ; http://www.dot‑dk.dk/online/||Fuzzphase  ; http://www.fuzzphase.dk/index2.html||||||Lunazü|Midnight Blues ; http://www.midnightblues.dk/|||Prawn||RUST ; http://www.dansk‑rock.dk/|Silver Rockets|The Time|||||||||
Ann-Mette Elten ; http://www.annmetteelten.dk/|Black Devils, The|Common Sense Complete|DoubleStuff||Fuzzy Kold Medina||||||Lund|Midway Band|||Pretty Maids ; http://www.prettymaids.com/||Røde Mor , http://www.roedemor.dk/|Simon Gylden ; http://www.simongylden.dk/|The Tremolo Beer Gut ;  http://www.thetremolobeergut.dk/ |||||||||
Ann‑Louise ; http://www.ann‑louise.com/|Black Maria|Commotio ; http://www.commotio.dk/|Down Payment||Fællesakkorden||||||Lysdal, Jens  ; http://www.lysdal.com/|Mighty Mice ; http://www.mightymice.dk/|||Primate Planet||Rørdam, Jan ; http://www.janrordam.dk/|Simon Krogh|The Wake|||||||||
Anouar|Black n´ blue ; http://www.blackblue.dk/|Cookie ; http://www.cookie‑fan.com/|DownEdge||||||||Lærkeband ; http://www.laerkeland.dk/|Mike Gator|||Productor|||Silo ; http://www.posteverything.com/silo/|The Walkers ; http://www.walkers.dk/|||||||||
Ants in the Pants ; http://www.ants.dk/|Blackbird Dialect|Coolsville ; http://www.coolsville.dk/|Dr. Dopo Jam|||||||||Mike Tramp ; http://www.miketramp.com/|||Psyched Up Janis ; http://www.gizmodesign.dk/puj/|||SilverFox ; http://www.silverfox.dk/|The Wannabeatles ; http://www.wannabeatles.dk/|||||||||
Aorta|Blacks World|Corfitsen ; http://www.danskmusik.com/dmfbook/rock/html/corfitsen_9.html|Dr. Zoltron|||||||||Mikkel Elbech Sørensen|||Psycho Puppet|||Silvertone ; http://www.silvertone.dk/|The WannaBees ; http://www.thewannabees.dk/|||||||||
Apartment ; http://www.apartmentsite.dk/|Blackwall|Coronarias Dans|Draft|||||||||Miknight|||Public Panic|||Sinners´ Inn ; http://sinnersinn.dk/ |Third Stone From The Sun|||||||||
Apathetic|Blahbar ; http://www.soundvenue.com/band.asp?id=333|Cosmonks Tour Master |Dreamtones|||||||||Mimas ; http://www.mimassite.com/|||Punk-A-Holics  ; http://www.punk-a-holics.dk/|||Singers ; http://www.singers.dk/ |Thomas ; http://thomas.musiconline.dk/ |||||||||
Aphrodite|Blank ; http://www.blank‑online.dk/|Covers of Creedence|Dreamout Debut|||||||||Mingit ; http://mingit.virtualave.net/|||Puppez|||Sir Henry and His Butlers|Thomas Helmig ; http://www.thomashelmig.dk/|||||||||
Appleband ; http://www.appleband.dk/|Blast|Cox Orange|Drengene|||||||||Minus Me  ; http://www.minusme.dk/|||Pure Stones ; http://www.purestones.com/ |||Sjagget ; http://www.sjagget.dk/|Thomas Helmig Jam ; http://www.thjam.dk/|||||||||
Aqua|Blast Furnace|Crap ; http://www.crapmusic.net/|Drep ; http://this.is/drep/|||||||||Mir ; http://www.mir.suite.dk/|||Purple Stain ; http://www.purplestain.dk/|||Skiløb|Thorup, Peter|||||||||
Ardenaur  ; http://www.ardenaur.dk/|Blink ; http://www.blink‑182.dk/|CrazyColors ; http://www.crazycolors.dk/ |Dressed in white ; http://www.dresssedinwhite.dk/|||||||||Miss B. Haven ; http://www.missbhaven.dk/|||Purplejam|||Skincoat ; http://www.skincoat.yum.dk/ |Those Pac-men ; http://www.dissing‑online.dk/pacmen/|||||||||
Arman ; http://www.arman.dk/|Bloom ; http://www.bloomweb.dk/ |Crazy Heart ; http://www.crazyheart.dk/|Dressmen ; http://www.dressmen.dk/|||||||||Mistaken ; http://www.mistaken.dk/|||Pønkhljomsveitin Svarthøfdi  ; http://www.svarthofdi.com/|||Skinny Legs ; http://www.skinnylegs.dk/ |Ties ; http://www.ties.dk/|||||||||
Art is toxic|Blue Junction ; http://www.bluejunction.dk/|Creamy ; http://www.creamy.dk/|Dribble On The Bib|||||||||Misty ; http://www.misty.dk/|||På Slaget 12 ; http://www.paaslaget12.dk/ |||Sko/Torp|Tiger Baby ; http://www.tigerbaby.dk/|||||||||
Artefact|Blue Sun|Creed|Drop Dead Beautiful ; http://www10.brinkster.com/rockdk/|||||||||Mo-I-Rana||||||Skousen & Ingemann|Tiger Tunes  ; http://www.tigertunes.dk/|||||||||
Arvid  |Blue valentine ; http://www.bv.4mg.com/page7.html|Cremball|Drori-Hansen Furniture|||||||||MOCA ; http://www.moca.dk/||||||Skousen, Niels|Tilbage Til Gaden Drengene ; http://back5.freeyellow.com/  |||||||||
Aske Jacoby ; http://www.askejacoby.dk/|Blue Van, The ; http://www.thebluevan.dk/|Crispy|Drüfish|||||||||Modesty, The  ; http://www.fajabefa.dk/band/themodesty/||||||Skumbananerne ; http://www.skumbananerne.dk/|Tim Christensen ; http://www.timchristensen.net/ |||||||||
Astroglide|BlueFish|The Cronics|Du|||||||||Moe, Louise ;, http://louisemoe.com/||||||Skunk.FM ; http://www.skunkfm.dk/|Tina Dichow , http://www.tinadickow.dk/|||||||||
Atlas ; http://www.atlas‑music.dk/|Blues Addicts  |Crying June|Du Hund ; http://www.duhund.dk|||||||||Moi Caprice  ; http://www.moicaprice.com/||||||Skunk Funk|Tinea Capitis|||||||||
Audia ; http://www.greystate.dk/the_audia_sessions/audia.asp|Blues Brothers Experience ; http://www.bbexp.dk/|Crying Out Loud ; http://www.a2j.dk/col/|Dunder |||||||||Mojo Pinball ; http://www.mojopinball.dk/||||||Skurk|Tinitus ; http://www.tinitus‑tinitus.tk/|||||||||
AUM|BluesEagles |Crying Time ; http://www.cryingtime.dk/|Dødsheden |||||||||MojoHands||||||Slaraffenland|Tintin & Hårtørrerne|||||||||
Autist|Blush|CU ; http://www.c‑u.dk/||||||||||Mole;, http://www.molerocknroll.dk/||||||Slænget|T-law ; http://www.t‑law.dk/|||||||||
Automatons , The  ; http://www.theautomatons.dk/|Bluevale ; http://www.bluevale.net/|Culpeper´s Orchard||||||||||Mom ; http://www.clockwize.dk/mom.htm ||||||Small Talk ; http://www.small‑talk.dk/|To be annonced ; http://www.2ba.dk/|||||||||
Avantgarde De Luxe|Blyfri chapp|Cuttlefish ; http://www.audiogalaxy.com/bands/cuttlefish/ ||||||||||Monique ; http://www.monique.dk/ ||||||Smalltown ; http://www.smalltown.dk/|Tobias Trier ; http://www.tobiastrier.dk/|||||||||
Avid buys Rocket|Blå Fingre ; http://www.blue‑fingers.person.dk/|C.V.Jørgensen ; http://www.cvjoergensen.dk/||||||||||Monrad og Rislund ; http://m‑r.dk/||||||Smith, Peter|Toby ; http://www.toby.dk/|||||||||
Avivson ; http://www.avivson.com/|Blå Øjne ; http://www.blue‑eyes.dk/|CV Jam ; http://www.jambands.dk/Bands/cvjam.htm||||||||||Monrad, Morten||||||Smokehouse|Todaro, Leo|||||||||
Awake|BoB Music |Cy, Maia & Robert||||||||||Monzoon ; http://www.monzoon.dk/||||||Sneakers|Toftlund, Jan Roger|||||||||
Aya ; http://www.ayaband.com/|Boel & Hall ; http://www.boel‑hall.dk/ |Cynical Son ; http://www.cynicalson.dk/||||||||||Moon Gringo ; http://www.moongringo.dk/ ||||||Sneskakt|Tolvtemanden|||||||||
|Boghandle|||||||||||Moonjam ; http://www.moonjam.dk/||||||Snuff Pop inc ; http://www.snuff‑pop‑inc.dk/|Torben Sardorf ; http://www.sardorf.dk/|||||||||
|Boobs|||||||||||Moonstone||||||Snüsk|Torpedo ; http://torpedoweb.com/|||||||||
|Boogie Avenue ; http://www.boogieavenue.dk/|||||||||||Mopeds, The||||||S.O.A.P.|Torpedoes  ; http://www.torpedoes.dk/|||||||||
|Boogie Knights ; http://www.boogieknights.dk/go.htm|||||||||||Morfeus ; http://www.mindmare.com/||||||SOFA ; http://www.sofamusic.dk/ |Totally Weird Curt|||||||||
|Booze Brothers ; http://www.boozebrothers.dk/|||||||||||Morris||||||Softbananas|Tothe International|||||||||
|Bortset|||||||||||Morten Band||||||Softporn  , http://www.softporn.dk/|Tough Lovin ; http://www.toughlovin.subnet.dk/|||||||||
|Boys r us ; http://www.boysrus.dk/|||||||||||Morten Fleck  ; http://www.mortenfleck.dk/||||||Solskær|Tournesol ; http://www.trio‑tournesol.dk/|||||||||
|Box 25 ; http://www.box25.dk/|||||||||||Moses||||||Someones, The|Toybomb  ; http://www.toybomb.dk/|||||||||
|Brave Cowards|||||||||||Mother of FC - B1903        ||||||Sonny|Toys Of Joy|||||||||
|Breakers, The ; http://www.thebreakers.dk|||||||||||Mothers Little Helper ||||||Sonor|Traffic Jam ; http://www.musiker‑boersen.dk/country/traffic_jam.html|||||||||
|Brian Guldbeck ; http://www.danskmusik.com/dmfbook/rock/html/brian_guldbeck.html|||||||||||Motown Danceband||||||Sophmore|Travelinband.dk ; http://www.travelinband.dk/|||||||||
|Brimstone Butterfly ; http://www.brimstonebutterfly.dk/ |||||||||||Mr.Shush||||||Sort Sol ; http://www.sortsol.dk/ |Travetine|||||||||
|The Broken Beats ; http://www.thebrokenbeats.dk/|||||||||||M.T. Purse||||||Soul Meeting ; http://www.soulmeeting.dk/|Tremolo Beer Gut, The ; http://www.thetremolobeergut.dk/|||||||||
|Brother+Sister ; http://www.brotherandsister.dk/|||||||||||Mudcrowd ; http://www.mudcrowd.dk/||||||Soulwire ; http://www.soulwire.dk/|Trez Hombrez|||||||||
|Brødrene Olsen ; http://www.olsen‑brothers.dk/|||||||||||Musashi||||||Sound of Memphis ; http://www.soundofmemphis.dk/|Trigirlz ; http://www.trigirlz.com/ |||||||||
|Buffalo|||||||||||Musch||||||Sound of Seduction|Trille|||||||||
|Bugpowder  ; http://www.bugpowder.dk/|||||||||||Mushroom||||||Souvenirs ; http://www.souvenirs.dk/|Trille Palsgaard  ; http://www.trillepalsgaard.dk/|||||||||
|Buki Yamaz  ; http://www.kasperwinding.com/buki_1.htm|||||||||||Music For The Masses ; http://www.musicforthemasses.dk/||||||Sozé|Trio Max ; http://www.triomax.dk/|||||||||
|Buoyant Blue|||||||||||Muzzle||||||Soya ; http://www.amy.dk/soya/|Triple Tour|||||||||
|Bureau Bizar  ; http://www.bureaubizar.dk/|||||||||||My||||||Spar‑2 ; http://www.spar2.com/|Trist|||||||||
|Burm  ; http://www.burm.dk/|||||||||||My Beloved ; http://www.mybeloved.dk/||||||Sparkling ; http://www.sparklingworld.com/|Tristan T|||||||||
|The Burning Primitive ; http://www.burning.dk/|||||||||||My Empty Room||||||Sparkplug ; http://www.sparkplug.nu/|Troels Skovgaard ; http://www.inthehouse.dk/html/troels_skovgaard.html|||||||||
|The Burnouts|||||||||||Mykness ; http://www.mykness.dk/||||||Speaker Bite Me ; http://www.speakerbiteme.dk/ |Trouble Cats ;  http://www.troublecats.dk/|||||||||
|Burning Red Ivanhoe , |||||||||||Møller, Knud||||||Spectators, The|Truth of romance|||||||||
|Buster ; http://www.busterband.dk/|||||||||||||||||Speed Ball S|Tulipan|||||||||
|Buz Stop|||||||||||||||||SP JUST FROST ; http://www.spjustfrost.1go.dk/|Turbulens|||||||||
|Bærnthsen, Allan|||||||||||||||||Spillemændene|Turbulenze  ; http://www.turbulenze.com/|||||||||
|Bøllemis|||||||||||||||||Spine  ; http://www.visualblock.com/|Turpin  ; http://www.turpin.dk/|||||||||
|Børnehave Gate|||||||||||||||||Splash Percussion Steelband  ; http://www.splashband.dk/|TV‑2 ; http://www.tv‑2.dk/|||||||||
||||||||||||||||||Splendid|Twas|||||||||
||||||||||||||||||Splint ; http://www.splint.dk/ |Twiga|||||||||
||||||||||||||||||Spoke ; http://www.spoke.dk/|TwiinsMission ; http://www.twiinsmission.dk/|||||||||
||||||||||||||||||Spoof ; http://www.spoof‑music.dk/|Twinkle|||||||||
||||||||||||||||||Spuncut ; http://www.spuncut.dk/|TwoFace ; http://www.twoface.dk/|||||||||
||||||||||||||||||Sputnik ; http://www.kpik.dk/sputnik/|TYG ; http://www.tyg.dk/|||||||||
||||||||||||||||||Squonk|Tyggegummibanden|||||||||
||||||||||||||||||Stainless ; http://www.steelband.dk/|Tæve|||||||||
||||||||||||||||||Stainless China ; http://www.expage.com/stainless|Tømrerclaus |||||||||
||||||||||||||||||Stamina|Tøsedrengene ; http://www.dansermeddrenge.dk/historie/tose1.htm|||||||||
||||||||||||||||||Standard|2late ; http://www.2late.dk/|||||||||
||||||||||||||||||Start, The||||||||||
||||||||||||||||||State, The||||||||||
||||||||||||||||||Statement, The||||||||||
||||||||||||||||||Steam ; http://dmr.dk/steam/index.html||||||||||
||||||||||||||||||Steen, Nikolaj  ; http://www.nikolaj-steen.dk/||||||||||
||||||||||||||||||Step By Step||||||||||
||||||||||||||||||Step `N` Stone||||||||||
||||||||||||||||||Steppeulvene  ; http://tinpan.fortunecity.com/mccartney/95/dkstu.htm ||||||||||
||||||||||||||||||Stern Popklub  ; http://www.sternpopklub.dk/||||||||||
||||||||||||||||||Sterling ; http://www.sterlingnet.dk/||||||||||
||||||||||||||||||Sticks`N`Fire||||||||||
||||||||||||||||||Stig Møller ; http://www.stigmoeller.dk/ ||||||||||
||||||||||||||||||Stig Rossen ; http://www.stigrossen.dk/ ||||||||||
||||||||||||||||||Stig Skovlind ; http://www.skovlind.dk/||||||||||
||||||||||||||||||Stina Stina ; http://www.stinastina.dk/||||||||||
||||||||||||||||||Stomped  ; http://www.stomped.dk/||||||||||
||||||||||||||||||Stone Cold ; http://stonecold.mobilixnet.dk/||||||||||
||||||||||||||||||Storm||||||||||
||||||||||||||||||Stougaard, Erik||||||||||
||||||||||||||||||Strada||||||||||
||||||||||||||||||Straight‑8||||||||||
||||||||||||||||||Strawberry Slaughterhouse||||||||||
||||||||||||||||||Stray Babies ; http://www.straybabies.dk/||||||||||
||||||||||||||||||Strenge Drejerne ||||||||||
||||||||||||||||||Stringmasters ; http://www.stringmasters.dk/||||||||||
||||||||||||||||||Stripped Down ; http://www.strippeddown.dk/ ||||||||||
||||||||||||||||||StudieStrygerne ; http://www.strygere.dk/||||||||||
||||||||||||||||||Stærk Tobak||||||||||
||||||||||||||||||Sub Stone ; http://www.substone.dk/||||||||||
||||||||||||||||||Sub‑sui ; http://www.sub‑sui.com/ ||||||||||
||||||||||||||||||SUBB||||||||||
||||||||||||||||||Subsoil||||||||||
||||||||||||||||||Subterraneans||||||||||
||||||||||||||||||Suburban Sight ; http://www.suburbansight.dk/||||||||||
||||||||||||||||||Sume||||||||||
||||||||||||||||||Sunburstgloom ; http://www.sunburstgloom.dk/||||||||||
||||||||||||||||||Sunshaft||||||||||
||||||||||||||||||Superfly ; http://www.superfly.dk/ ||||||||||
||||||||||||||||||Superfuzz ; http://www.superfuzz.com/||||||||||
||||||||||||||||||Superhead ; http://www.danskmusik.com/dmfbook/rock/html/superhead.html||||||||||
||||||||||||||||||Superheroes ; http://www.superheroes.dk/||||||||||
||||||||||||||||||Superlim||||||||||
||||||||||||||||||Superlove , http://www.fajabefa.dk/band/superlove/||||||||||
||||||||||||||||||Supernova||||||||||
||||||||||||||||||Supersede||||||||||
||||||||||||||||||Supple & Fast||||||||||
||||||||||||||||||Sus og Tommy||||||||||
||||||||||||||||||Suspicious K.||||||||||
||||||||||||||||||Suzi & Quadratrødderne ; http://www.suzi‑q.dk/||||||||||
||||||||||||||||||Svamp||||||||||
||||||||||||||||||SW-80||||||||||
||||||||||||||||||Swain||||||||||
||||||||||||||||||Swallow ; http://www.danskmusik.com/dmfbook/rock/html/swallow.html||||||||||
||||||||||||||||||Swan Lee ; http://www.swanlee.dk/||||||||||
||||||||||||||||||Sweatmaster||||||||||
||||||||||||||||||Sweethearts ; http://www.sweethearts.dk/ ||||||||||
||||||||||||||||||Sweet Sessions ; http://www.sweet‑sessions.dk/||||||||||
||||||||||||||||||Swingers ; http://www.band‑swingers.com/||||||||||
||||||||||||||||||Switch||||||||||
||||||||||||||||||Sydhavnens Helte  ; http://www.sydhavnens-helte.dk/||||||||||
||||||||||||||||||“Sylvester” Petersen, Leif ||||||||||
||||||||||||||||||Symposions||||||||||
||||||||||||||||||Søndag||||||||||
||||||||||||||||||Søren Bødker Madsen||||||||||
||||||||||||||||||Søren Kragh-Jacobsen||||||||||
||||||||||||||||||Søren Krogh ; http://www.sorenkrogh.dk/||||||||||
||||||||||||||||||Søren Poppe ; http://www.poppepop.dk/||||||||||
||||||||||||||||||Søren Sko ; http://www.soerensko.dk/||||||||||
||||||||||||||||||Søs Fenger ; http://www.sosfenger.dk/||||||||||
