112|Andre Broadnax|||||||||||||||Queen Bee & Blue Hornet Band||||U.N.V.|||Xavier||Axel Zwingenberger
Asante|Big Kahuna|Cindy G.|Demolition Doll Rods|John Ellison|Frankie|Great R&B Groups (Series)|Holland/Dozier/Holland||Jazz 'Round Midnight (Series)|Kurtis Blow Presents The History Of Rap (Series)|Lightnin' Slim|Lee Morris|Ollie Nightingale||World, Philly||Ransom|Lea Salonga|Tamia|||Kino Watson|||
Ashanti ; http://www.ashantimusic.net/|Big Lucky Carter|Civil Tones, The ; http//www.civiltones.com/|Demond|Kevon Edmonds|Frat Rock (Series)|Greatest Freestyle Hits (Series)|Holloway||Jazzhole|Kut Klose ; http//www.kutklose.com/|Lights Our/Little Liz|Moss Jr., Leonard|Newton, Peter Alex ||Piano Jazz (Radio Series)||Rare Earth|Lina Santiago|Terrell, Tammi|||Lenny Welch|||
Ashford & Simpson|Big Mama Thornton|Claire and Rusty Cloud|Dennis Brown/Gregory Isaacs|Laura Enea|Fraze|Greazy Meal|Holloway/First Choice||Jazzmatazz (Series)|Lil' Kim|Lil Suzy|Les McCann|Salt-N-Pepa||Pilar||Rare Essence|Loretta Stokes|Tams|||Lenny White|||
Assorted Phlavors|Big Maybelle|Carter, Clarence|Des'ree ; http//www.desree.co.uk/|Linda Eder||Green/Brown/Davis/Womack/Mason|Holloway/Salsoul Orchestra||Jazzyfatnastees|Mabel King|Lil' Ed & The Blues Imperials|Lisette Melendez|Sammy Nestico||Pimp Daddy Nash||Rascals|Marc Shaiman|Taral|||Lenny Williams|||
Astors|Big Mojo Elem|Clarence Johnson Presents|Destination|Loose Ends||Greyboy Allstars ; http://www.greyboyallstars.com/|Holly Rob/Dr. Ray||Jellie|Kirkland, Mike James |Lil'D|Lutricia McNeal ; http://www.lutricia.com/|Shara Nelson||Pinay||Rashaan|Marlena Shaw|Taste Of Honey|||Leon Ware|||
Athletic Mic League|Big Muff|Clark/Gray|Destinations|Lorraine Ellison|Free Movement|Griffin/Valli|Holmes Brothers||Jelly Beans & Friends|Pancho Kryztal|Lina ; http://www.lina-online.com/|M People|Tarik Nia||Pink||Ravens|Marvin Sease|Tavares|||Lynn White|||
Atlantic Blues (Series)|Big Planet Soul ; http//www.bigplanetsoul.com/|Class Reunion (Series)|Destiny's Child ; http://www.destinyschild.com/|Lowell Edward|Free Radicals|Groove & The Gang|Honee||Jemini The Gifted One|Kimble, Pastor Cloyde |Link|M.F.S.B.|Natural Four, The||Planet Patrol||Raw Stylus|Mavis Staples|Teardrop|||Marcus Williams|||
Atlantic Label (Series)|Big Roll Band|Classic Dancefloor Labels|Detonators!|Missy Elliott|Freeez|Groove Collective|Honey & The Bees||Jenesis|Paul Kelly|Lipps Inc.|M.J.Q|Number One's (Series), The||Platypus||Ray Goodman & Brown|Michael Speaks|Technotronic|||Mario Winans|||
Atlantic Starr|Big Twist & Mellow Fellows|Classic Jamie Masters|Devotion|Mother Earth|Freeez/Halloway|Groove Hogs|Honey Cone||Jackson, Jermaine|Porche King|Lisa Lisa & Cult Jam|MALO|Ultra Nate||Playa||Ray J|Michael Sterling|Ted Taylor|||Mark Wynter|||
Atlantic's Hit Singles (Series)|Bilal ; http://www.bilal-the-man.com/|Classic Jazz Funk (Series)|Dial/Oatts|Omar A. Edwards|Freestyle|Groove On! (Series)|Honeyz||Jacks Meet the Cadets|R. Kelly|Lissen|MBD|Vernon Neilly||Playtonics||Ready For Reality|Mike Stevens|Teen Dream|||Martha Wash|||
Atmosfear|Bill Black's Combo|Classic Mellow (Series)|Die Lollipops|Pee Wee Ellis|Freestyle (Series)|Groove Theory|Honkers & Bar Walkers (Series)||Jerryo|Robert Knight|Little Ann/Lark/Page/Jt Rhythm|MC Solaar|Xavier Naidoo||Pleasure||Ready for the World|Millie Scott|Television|||Marva Wright|||
Attica Blues|Barr, Frederick & Erica |Classic R & B Oldies (Series)|Diego Red|Princess Erika|Freestyle Greatest Beats (Series)|Groove Thing|Hoodoo Rhythm Devils||Jesse|Shun Kikuta|Little Anthony & The Imperials|MTV Party To Go (Series)|Ndegeocello, Me´Shell ; http://www.meshell.com||Plunky & Oneness||Real Thing|Nina Simone|Temprees|||Marvin Williams|||
Auto & Cherokee||Clay/Brown|Digable Planets|Roy Eldridge|Freestyle's Greatest Hits (Atlantic Series)|Groove U|Hostyle||James, Jesse|The Katinas|Little Beaver|MTV: The First 1000 Years (Series)|||Po' Broke & Lonely?||Rebel Amish Radio|O.C. Smith|Temptations|||Mary Wells|||
Avant ; http://www.avant-music.com/|Briscoe & Little Beavers, Jimmy|Clayton/Brown|Diggin' The Crates (Series)|Roz Ellington|Freestyle's Greatest Hits (MicMac Series)|Guitar Crusher|Hotel De Love||Johnson, Jesse|King's Record Collection (Series), The|Little Caesar & The Romans|MacK|Nivea ; http://www.online-shrine.com/nivea/||Pockets||Reign|Oliver Sain|Ten City|||Mary Wilson ; http//www.marywilson.com/|||
Avb|Billboard Hot R & B Hits (Series)|Cleopatra|Dinah Washington (Tribute)|Santa Esmeralda|Friends Of Distinction|Guitar Shorty|House Afire||Jessica|Tony Koussa Jr.|Little Esther|Mad Doctor X|||Poetic Thug & Romeo||Reinald-O|Peggy Scott|Ter'ell|||Mel Waiters|||
Average White Band ; http://www.averagewhiteband.com|Billboard Hot Soul Hits (Series)|Clinton/Parliafunkadelic|Dionne|Shirley Ellis|Fugees|Gullah Kinfolk|House Brew|Big Dee Irwin|Jets|Toshi Kubota|Little Eva|Mad Flavas: Beats For The Boulevard (Series)|||Pointer Sisters||Remixx|Peggy Scott-Adams|Teresa James & the Rhythm Tramps|||Michael Warner|||
Avons|Billboard Top Rock'N'Roll Hits (Series)|Cloud One|Diplomats|Terry Ellis|Fuller & Terry|Guru|House Of Blues (Series)|Eric Idle|Jhelisa|Knowles, Beyonce ; http://www.beyonceonline.com/|Little Louis|Mad Kutz|N-Program ; http//www.accessiveforce.com/||Polyester Players||Remote Control Egypt|Percy Sledge|Terrance T|||Michael-Leon Wooley|||
Axiom Funk||Clovers|Direct Current|Terry Evans|Funk Inc|Guy|Houston/Winans|Gregory Isaacs||Knowles, Solange ; http://www.solangemusic.com/|Little Milton|Mad Max (Related Recordings)|Nussbaumer, George ; http//www.george.ch/||Poonanny||Renard With No Regard|Percy Strother|Terri & Monica|||Walden, Narada Michael|||
Ayers|Bonds, Billy|Club Epic (Series)|Dirty Dancing (Related Recordings)||Funkadelic|Guthrie, Gwen|How Can I Keep From Singing?|I Can't Be Satisfied: Early American Women Blues (Series)|James, Jimmy|Kool & The Gang ; http://www.koolandthegang.com/|Little Richard|Mad Professor|||Pornosonic||Rene & Angela|Pops Staples|Terrion|||Nita Whitaker|||
Az Yet|Billy Ward & The Dominoes|Club Mix (Series)|Dirty Redd Productions|The Earls|Funkology (Series)||Howard Hewett|IMX|Johnson, Jimmy|K´Alyn ; http//www.kalynmusic.com/|Little Smokey Smothers|Madame X|||Porterhouse Quintet||Reno Jones|Ray Sharpe|Tate, Terry|||Norman Whitfield|||
Azuli Artists Sampler|Birth|Club Nouveau|DisGuyz|Essence of the Blues, The|Funky Tales (Uni/Excello Series)||Huck-A-Bucks|IQ|Jo Jo Zep|K.R.O. and the House Band ; http//www.krofunk.com/|Little Voices of Praise|Madd Blunted|||Portrait||Res|Rena Scott|Tezman Vic|||Wright, O.V.|||
Acklin, Barbara|Birth Of The Cool Funk (Series)|Clyde's Ride|Disco Nights (Series)||Fuse II|Jaki Graham|Hues Corporation|Ice T|Jo Jo Zep & Falcons|Kama ; http//www.kamamusic.com/|Little Willie John|Maf|||Pothole||Return Of The DJ (Series)|Rhonda Smith|Tha Truth|||Phil Wilson|||
Avila, Bobby Ross|Black & Brown|Coasters|Divas Of Dance (Series)|Theodis Ealey|Fuzz|James Govan|Isaac Hayes ; http://www.isaachayes.com/|Icehouse|Joaquin|Kathy Walker Band, The ; http//www.kathywalker.com/|Little Willie Littlefield|Magic Lanterns|||Power 106fm Presents||Reverend Rusty & The Case|Rick Springfield|That 70's Show Presents (Series)|||Phillip Walker|||
Anderson, Carl|Black Atmosphere|Coko|Diversity|Willie Eason||Joanna Gardner|J.B. Hutto|Ideal|Jock Rock (Series)|Kaye Sonya ; http//www.sonyakaye.com/|Living Chicago Blues (Series)|Magic Touch & Friends|||Power Of Seven||Reynaldo Rey|Rockin Sidney|Three Degrees, The|||Pip Williams|||
Anderson, Carleen|Black Box|Cash & Jerry Lee Lewis, Johnny|Dixie Hummingbirds|Equipments ; http//www.equipments.de/|Jimmy Forrest|Johnny Gill|James Horner|Ii D Extreme|Jodeci|Ken DeRouchie Band ; http//www.kdb.net/|Locking [R&B/Soul] Eclipse Recordings [Series]|Magnificent Men|||Power Workout Series||Rezinker|Stewart, Rod "Stewbonz" |The Tokens|||Robby Wilson|||
Aguilera, Christina|Black Dave|Coleman & Coleman|Dj Pooh|Experience Unlimited (EU) ; http//www.dabutt.com/|Joy Fleming||Jennifer Holliday||Joe|Kim, Cat ; http//www.catkimmusic.com/|Logg|Mahogany|||Premiere||Rhythm & Blues Christmas (Series)|Roland Stone|Third Degree|||Williams, Robert Pete |||
Colonel Abrams|Black Eyed Peas|Collage|Dk Dyson|Extra Large ; http//www.extra-large.net/|Funk & Love Machine, Jr|Larry Graham|Jimi Hendrix (Tribute)|Ikettes|Joe Public|Kim, Julie ; http//www.julie-kim.com/|London Funk Allstars|Main Ingredient|||Pretenders||Rhythmtown-Jive|Rosemary Squires|This Is Acid Jazz (Series)|||Robert Walter|||
Courtney Audain|Black Ivory|Color Me Badd|Doc Pomus (Tribute)|||Lonnie Gordon|Jimmy "Bo" Horne|Imagination|John Byrd & Walter Taylor|Kimberlee ; http//www.KimberleeMusic.com/|London Symphony Orchestra|Maktub ; http//www.maktub.com/|||Pretty Poison||Rodgers, Richard|Rudolph Stanfield|Thom Teresi|||Robert Williams|||
Devyn Austin|Black Nasty|Colour Club|Dom DeLuise||Kirk Franklin|Lori Gold|Jimmy Hodges|Imajin|Jones, Johnny "Yard Dog" |Kwame D. ; http//www.KwameD.com/|Lord Tariq & Peter Gunz|Malcolm X (Motion Picture - Related Recordings)|||Prime Time Funk ; http//www.primetimefunk.com/||Randlett, Rick|S.H.E.|Three Steps From Nowhere|||Ruby Wilson|||
Gerald Adams|Black Rob|Comets|Dootone Doo-Wop (Series)||Lars Falk|Macy Gray ; http://www.macygray.com/|Jimmy Holiday|Imani|||Lorenzo|Male Hits Of The 1970s & 1980s (Series)|||Primettes||Riff-Raff|S.O.U.L.|Tian|||Stevie Wonder|||
Gerald Albright|Black Top Blues (Series)|Coming Of Age|Double Exposure||Lisa Fischer|Malcolm Gets|Joe Henderson|Immature|Johnny O||Louie Louie|Male Hits Of The 1990s (Series)|||Prince||Right Choice|SMUV|Tiana|||The Who|||
Gerald Alston|Black Voices|Commodores|Doug Duffey||Lowell Fulson|Marvin Gaye|Joe Hicks|Impressions|Joi ; http//www.joi-online.com/||Louisiana Red|Malemen|N-Toon ; http://www.n-toon.com/||Prince (Tribute)||Rik G|SWV|Tierra|||Wizard Of Oz (Related Recordings), The|||
Gregory Abbott|Blackalicious|Commonwealth of PA COGIC Mass Choir|Dr. Buzzard's Original Savannah Band||Mark Ford|Mary Griffin|John Holt|Impromp 2|Jointz From Back In Da Day (Series)||Love Jams (Series)|Man Among Men|||Prince Charles||Ripple|Sa Deuce|Timbaland|||Wonder Years (Related Recordings), The|||
Gwyn Ashton|Blak Male|Company B|Dr. Dre||Martin Franco|Michelle Gayle|Hooker, John Lee|In The Spotlight (Series)|Jomanda||Love Unlimited|Man Parrish|||Prince Charles & City Beat||Rivertown Blues Plus!|Sacred Groove|Time|||Tony Whitfield|||
Horace Andy|Blaque ; http://www.blaque.net|Con Funk Shun|Drea||Mary Ann & Satin Soul Farra|Nona Gaye|Josh Hyde|In Yo' Face: History Of Funk (Series)|||Love Unlimited Orchestra|Man Sueto|||Prince Paul||Rivieras|Sacred Steel Guitars (Series)|Timeless Treasures|||Tony Williams|||
|Blazze ; http//www.blazze.net/|Concrete Poetry|Dream Feat|||Pete Gage|Kia Henson|Incognito|Jon-Paul & Rich||Low Rider Magazine : Rap/Hip Hop Soundtracks (Series)|Manchild|||Princess||Roachford|Sade|Thomas, Timmy|||Wilson, U.P.|||
Inez Andrews|Blessed Event|Continental Four|Dreamlovers||Nanette Frank|Peter Green|Lalah Hathaway|Incredibles|Jones Girls||Lowrider R&B Oldies Hits (Series)|Mandrill|||Priscilla||Robert Bradley's Blackwater Surprise|Sadies|Turner, Tina|||Vanessa Williams|||
Izora Armstead|Blind Pig Sampler: Prime Chops (Series)|Contours|Dreamlovers/Showstoppers||Rev. C.L. Franklin|Quinn Golden|Lauryn Hill|Independents/Gordon/Presidents|Joneses||Ltg Exchange|Manhattans|||Prisonaires||Robert Johnson (Tribute)|Saffire : The Uppity Blues Women|Tiorah|||Vesta Williams|||
Jo Armstead|Block Party (Series)|Controllers|Drew's Famous Party Music (Series)||Robben Ford|Reg E. Gaines|Lee Holdridge|India Arie ; http://www.indiaarie.com/|Joose||Lucy Pearl|Manhattans/Topics/Caldwell|||Prodigy||Robert Ross Band|Safire|Titus|||Vince Weber|||
Johnny Ace|Blood Sky|Conway Brothers|Drifters||Roberta Flack|Rosco Gordon|Lena Horne|Individual|Jovan||Lyric|Maniak|||Profyle||Roberts/Summer|Saison|Today|||Viola Wills|||
Johnny Adams|Bloodstone|Cookies|Dru Hill ; http://www.druhill.net||Rodney Franklin|Savion Glover|Leon Haywood|Ingram|Jovanotti||Mad Lads|Manteca|||Prophecy 1||Robin S|Sam & Dave|Terry, Todd|||W.E.|||
Johnny Artis Band|Blowfly|Cornelius Brothers|Du Droppers||Sandra Feva|Scott Grooves|Leon Huff|Inner City|Joy!||Major Lance|Mar-Keys|||Psalmistry||Roc & Kato|Sam Donahue & His Orchestra|Together As One|||Wade In The Water (Smithsonian Folkways Series)|||
Julie Anthony|Blowin' Smoke Rhythm & Blues Band|Coro|Dub Me Ruff (System)||Frierson, Stefania Stone |Steve Guyger|Leroy Hutson|Inner Life|Joya||Mark Leeman|Marcus Matthews|||Public Announcement||Rochelle|Salter, Sam|Toledo|||Walk To The Beat|||
Kenny Andrews|Blue Break Beats (Blue Note Series)|Count Bass-D|Dubs||Floetry ; http://www.floetry.net/|Terrell Gaye|Linda Hopkins|Inner Shade|Jubilation: Great Gospel Performances (Series)||Mary Love|Miller, Marcus|||Pulp Fusion||Rock Instrumental Classics (Series)|Sammie|Tom Jones Show (Series)|||Wallace Brothers|||
Kilo Ali|Blue Eyed Soul Of Texas|Country Rhythm & Blues|Dyke & The Blazers||Terry Frank|The Glass House|Linda Hornbuckle|Inner Voices|Jubilee & Josie R&B Vocal Groups (Series)||Michel Legrand|Mardi Gras In New Orleans (Series)|||Pumpkin||Rock On (Series)|Sandi Edwards|Tommy (Related Recordings)|||Walter "Wolfman" Washington|||
Kokomo Arnold|Blue Magic|Counts|Dynamics|||Glory Of Love (Series), The|Hampton & His Orchestra, Lionel|Innerlude|Jacobs, Judy||Mike Logan|McPartland, Marian|||Purdie/Bascomb||Rock The Planet (Series)|Sandra St. Victor|Tommy Boy's Greatest Beats (Series)|||War|||
Marc Anthony|Blue number nine ; http//www.bluenumbernine.com/|Coupe De Villes|Dynamix II||The Flamingos|The GranDDaDDy|Loleatta Holloway|Innocence|Juice||Neil Lemon|McCoo, Marilyn ; http://www.mccoodavis.com/|||Pure Disco (Series)||Rockin' Jake Band|Sang 'n Clarence|Tate, Tommy|||Ward/Mccoy|||
Maya Angelou|Bluebeats|Cracker Beats|Dynasty||Four Sharps, The|Greatest Hits Of The 80's (Series), The|Lorenz Hart|Inoj|June Victory & the Bayou Renegades||Oola LaFlora|Mark A. Smith and Uni'tee|||Pure Gold||Rod|Santessa|Tony Humphries|||Warwick/Domingo|||
Oleta Adams ; http://www.oletaadams.com/|Bluebyrds|Cooper, Craig T.|Dynatones||Four Tops, The|Toni Green|Loretta Holloway|Instant Funk|Jungle Brothers||Lightfoot, Papa George |Mark IV|||Pure Soul||Roger|Sapphires|Terry, Tony |||Washington & Renee|||
|Blues Brothers|Creole Kings Of New Orleans (Series)|E.J. Decker||Victor Fields ; http//www.victorfields.com/||Luico Hopper|Instant Funk/Inner Life|Jungle Funk||Patti LaBelle ; http://www.pattilabelle.com|Morrison, Mark|||Portman, Rachel||Roger & Zapp|Sasha (Pop / Soul)|Tony Thompson|||Wataz|||
Patti Austin|Blues Burners|Crescent City Soul|Edmond Daniels||Flatts Final Driv, Vincent|Whoopi Goldberg|Luther Huff|Instrumentals From Back In Da|Junie||Lule, Paul M. |Marki|||Patterson, Rahsaan||Roger's Presents|Savon Smith|Tony! Toni! Tone!|||Waterfront Home|||
Paul Anton|Blues Busters|Crosby/Clooney|Fats Domino ; http://www.fatsdominoonline.com/||Freekbass ; http://www.freekbass.com|Gaye (Tribute), Marvin|Hall, Lynden David |Interpreters|Junior||Peggy Lee|Marky Ramone And The Intruders|||Powell, Randall||Roianne|Sax|Tonya|||Wattstax|||
Pedro Abrunhosa|Blues Is Alright (Series)|Crown Heights Affair|Floyd Dixon||Funkymeters ; http://www.funkymeters.com||Major Harris|Intrigues|Junior Parker||Rebecca Luker|Martha's Kitchen|||Parker Jr, Ray||Rollin' Fox|Saxophony-Honkers & Shouters|Toots Thieleman|||Weapon Of Choice|||
|Bluesiana Hot Sauce|Cruisin With Rat Fink|Davis & Pink Anders, Gary||Fabulous Motown Revue ; http//www.fabulousmotownrevue.com/|Garcia-Nelson, Mayte ; http://www.mayte.com/|Marcia Hines|Intro|Junior Walker||Reidar Larsen|Marvelettes|||Pryor, Richard||Romance|Searchers|Topaz|||Weather Girls|||
Roy Ayers|Bluesway Express|Cruisin' (Series)|Geater Davis||Fanté, Ricky ; http//www.rickyfante.net/|Garbino, Maggie ; http//www.maggiegarbino.com/|Maria Hernandez||Juss Deep||Ren Lexander|Marvelows|||Robert Palmer||Rome|Second Nature|Toscho|||Webster Hall Records|||
Ruby Andrews|Bo-Shed|Cruizin' to Motown (Series)|George Duke||FinkFankFunk ; http//www.finkfankfunk.com/|George Portner, Jr. ; http//www.georgeporterjr.com/|Maxine Harvey|Isis (Rock)|Just 4 U||Rick Littleton||||Robert Parker||Romeo|Secret Wish|Total|||Wendy & Lisa|||
Shane Ashley|Baldwin, Bob|Curtis Mayfield (Tribute)|Jermaine Dupri||Five Point Plan ; http//www.fivepointplan.com/|Goapele ; http//www.goapele.com/|Henderson [Bass], Michael|It's Christmas Time Again|Juvon||Rohn Lawrence|Marvin Miller|||Roy Perkins||Ronettes|Seka|Total Commitment|||Whatnauts|||
Slam Allen|Bobby "Blue" Bland|Cutting's Dance Express (Series)|Jerry Dixon||Flashcats, The ; http//www.flashcats.com/ |Gold, Ari ; http//www.arigold.com/|Miki Honeycutt|It's On Down Here|Jvc Force||Ron Levy|Mary Jane Girls|||Steve Parks||Room Service|Serenade|Total Look & The Style|||Whispers|||
Steve Arrington|Bobby & the Believers|Cypress Hill|Jessy Dixon||Floppyrods ; http//www.floppyrods.com/|Grace ; http//www.gracesworld.com/|Miki Howard|Iv Xample|Katie Jackson||Ronny Loew|Mary Mary|||Steve Pierson||Roomful Of Blues|Sergio|Totally Re-Wired (Series)|||White/Surface|||
Tatyana Ali ; http://www.tatyanaali.com/|Brown, Bobby|Deborah Cox ; http://www.deborahcox.com/|Joe Doja||Fontenot, Gloria ; http//www.gloriafontenot.com/|Grand Wazoo ; http//www.grandwazoo.live.com.au/|Nona Hendryx|Ivon|Keith Jarrett||Rosetta Lenford|Mase|||Tammy Payne||Roots Manuva|Sex & Soul (Series)|Tower Of Power|||Wild Cherry|||
The Ambassadors|Byrd, Bobby|Dee Clark|John Dummer||Fox-Little, Debbie ; http//www.fox-little.com/|Green, Vivian ; http//www.viviangreen.com/|Pat Hare|Izaya|Kyle Jason||Sean Levert|Mason/Odyssey|||Teddy Pendergrass||Rose Brothers|Shabazz 3|Toys|||Wild Orchid|||
The Artistics|Body & Soul ; http//www.bodynsoul.com/|Dina Carroll|Jonathan DuBose||Francine ; http//www.francine-music.com/|Groove Circus ; http//www.groovecircus.com/|Pauline Henry|James Ingram|L.V. Johnson||Smiley Lewis|Mass Order|||The Persuasions||Rose Royce|Shades|Trammps|||Wilde/Cashmere|||
Tommy Alvarado|Bohannon|Doctor Peter Clayton|Juanita Dailey||Fredi And The Soul Shakers ; http//www.frediandthesoulshakers.com/|Groove of the Day ; http//www.grooveoftheday.net/|Phyllis Hyman|Luther Ingram|Jackson, La Toya||Sonny Landreth|Mass Production|||Phat Cat Players, The||Rotary Connection|Shades Of Love|Traneen|||Will To Power|||
Vanessa Bell Armstrong|Bolivar|Don Covay|Karl Denson||Funktelligence ; http//www.funktelligence.com/|Gwaltney Jeff ; http//www.jeffgwaltney.com/|Ravi Harris|The Intruders|Laco Johnson||Stacy Lattisaw|Massive Attack|New Departures Quartet||Plastic Family, The||Roundtree|Shaft (Related Recordings)|Travyesso|||Williams & Collins|||
Vince Andrews|Bomb The Bass|Eddie Cochran|Keb Darge||Furler, Sia ; http//www.siamusic.net/||Red Holloway|Isley Brothers, The ; http://www.theisleybrothers.com/|Johnson, Li'l Willie ||The Larks|Masta Ace Incorporated|||The Platters||Royal House|Shaggy|Tree o Frogs|||Williams/Watson|||
Yolanda Adams ; http://www.singityolanda.com/|Bone Shakers|Eric Carmen|Ken Derouchie Band||||Richard Hooker|Ink Spots, The ; http://www.theinkspots.com/|Linda Jones||Last Poets, The|Masters At Work|||Pretty Things, The||Rozalla|Shai|Trellini|||Willis|||
Amp Fiddler ; http//www.ampfiddler.com/|Bramlett, Bonnie|Eric Clapton|Lamont Dozier||||Roger Hatcher|In Black ´n White ; http//www.inblacknwhite.com/|||Lost Generation, The|Masters Of Modern Blues (Series)|||Warp 9||Ruby & The Romantics|Shakatak|Treniers|||Wilmer & The Dukes|||
|Boogie Beat|Eva Cassidy|Lee Dorsey||||Ronnie Henson|Indofunk ; http//www.IndofunkCity.com/|Lorraine Johnson||Trey Lorenz|Material|||Wilson Pickett||Ruff Endz|Shalamar|Tres|||Winans|||
|Boogie Down Productions|G. C. Cameron|Marc Dorsey||||Roy Hamilton|Irene´s Cuisine ; http//www.irenescuisine.com/|Louis Jordan||Lindner, Walter J. |Max-A-Million|||X Parker||Ruffnexx Sound System|Shana|Trice|||Winans Phase 2|||
|Boogie In B'way|Garry Christian|Mike Davis||||Roy Harper|Isyss ; http//www.isyss-online.com/|Mable John||Lewis, Glenn ; http://www.glennlewismusic.com/|Maximum Audio Biography (Series)|||Pacific Standard Time ; http//www.pacificstandardtime.com/||Rufus|Shanelle|Trin-i-tee 5:7|||Wizzard|||
|Boogiemonsters|Gene Chandler|Miles Davis||||Roy Head||Mahalia Jackson||Li´mo ; http://www.lilmo.net/|Maximum Hits (Series)|||Parisian Living ; http//www.parisianliving.com/||Run D.M.C.|Shangri-La's/Avalon/Gore/Boone|Trinere|||Womack & Womack|||
|Booker T. & The MG's|George Clinton ; http://www.georgeclinton.com/|Mink DeVille||||Screamin' Jay Hawkins||Marc Johnson||Levert, Gerald ; http://www.geraldlevert.com/|Maxwell ; http://www.musze.com/|||Payback ; http//www.function-band.com/||Ruscola|Shanice|Trinere & Friends|||Women For Women (series)|||
|Booker T. Trio|Grace Campbell|Morris Day||||Shennen Harris||Margie Joseph||Lathun ; http//www.lathun.com/|Maysa|||People vs. Funk, The ; http//www.thepeoplevsfunk.com/||Rush Hour|Shannon|Trish|||Woodstock (Related Recordings)|||
|Booker, James|Gregory Cook|Mos Def||||Simon Harris||Marv Johnson||Leduc, Margo ; http//www.margoleduc.com/|Mayte|||Persuaderz Band, The ; http//www.thepersuaderz.com/||Russell|Sheavy|Troop|||Workshy|||
|Boots, The||N'dea Davenport||||Simone Hines||Maurice Jarre||Libido Funk Circus ; http//www.libidofunkcircus.com/|Maze|||Planet Earth ; http//www.planetearthfunk.com/||Sam Rivers|Sheila E.|Trouble Funk|||Woss Ness|||
|Bootsy Collins||David Whiteman Experience, The||||Son House||Michael Jackson ; http://www.michaeljackson.com/||LO Commotion ; http//www.locommotion.com/|Maze Featuring Frankie Beverly ; http//www.mazemuze.com/|||Platinium Express ; http//www.platinum-express.com/||Sandra Reaves-Phillips|Sherman|Tru-Gs|||Wreckx-N-Effect|||
|Bootsy's Rubber Band|Jae Cie|Olu Dara||||Tasha Holiday||Miles Jaye||Lumidee ; http//www.lumidee.net/|McFadden & Whitehead|||Porter, L. J. ; http//www.ljporter.com/||Sharon Redd|Sheshwe|Trumpet Masters (Series)|||Wrens|||
|Bootä ; http//www.lovethatboota.com/|James Carr|Day & The Knights, Otis||||Ted Hawkins||Millie Jackson|||McGuire Sisters|||Power of 10 ; http//www.powerof10.com/||Shawn Rivera|Shirelles|Tuff Crew|||W. Kristine ; http//www.kristinew.com/|||
