112|Andre Broadnax|||||||||||||||Queen Bee & Blue Hornet Band||||U.N.V.|||Xavier||Axel Zwingenberger
|Booze Brothers, The ; http//www.theboozebrothers.biz/|James Cotton|Reverend Gary Davis||||Heart Of Southern Soul (Series), The||Milt Jackson|||McOo/Davis|||Prentice, Britt ; http//www.brittprentice.com/||Sir Mack Rice|Shirley & Company|Tunji|||Washington, Geno ; http//www.genowashington.com/|||
|Bortnick, Avi ; http//www.avibortnick.com/|Jan Celt|Ron Dante||||Hayes Movement, Isaac||Miss Jones|||Mccracklin/Anderson/Catalinas|||Professor D. and the Playschool ; http//www.professord.com/||Robins (Tribute), Smokey|Shirley & Lee|Twenty Super Hits (series)|||Watson, Wah Wah ; http//www.wahwah.com/|||
|Boston Horns ; http//www.bostonhorns.com/|Jean Carn|Ronnie Dove||||Tommy Hunt||Montell Jordan ; http://www.montelljordan.com/|||Meadowlarks|||Prophet Jones ; http//www.prophetjones.com/||Smokey Robinson|Shiro|Twenty-Four Carat Black|||West Water Street ; http//www.westwaterstreet.com/|||
|Bourbon Tabernacle Choir, The|Jimmy Castor|Ronnie Dyson||||Tony Howard|||||Medeski Martin & Wood|||Psychedelic Funkification Project ; http//www.psyfunk.com/||Sonny Rhodes|Sho Nuff|Twenty-Four-7 Spyz|||Whitfield, Barrence ; http//www.BarrenceWhitfield.com/|||
|Bowers, Dane ; http://www.danebowers.com/|Jimmy Cliff|Sam Dees||||Tramaine Hawkins||Paul Jones|||Mega Hits Dance Classics (Series)|||||Tad Robinson|Showmen|Twice|||Williams, James D-Train ; http//www.jamesdtrainwilliams.org/|||
|Bowie, Joseph|Joe Carmouche|Sugar Pie Desanto||||||Jackson, Paul Jr.|||Megasoft Office (Series)|||||Ted Ross|Silhouettes|Twice As Nice|||Willis, Nicole ; http//www.nicolewillis.com/|||
|Boyz II Men|Joe Coleman|Tami Davis||||Whitney Houston ; http://www.inside-whitney.com/||Puff Johnson|||Megaworld Interview (Series)|||||Terry Rob|Silk|Twista|||Wong, Will ; http//www.will-wong.com/|||
|Brailey, Jerome "Bigfoot" ; http//www.JeromeBigfoot.com/|John Cowan|Terence Trent D'Arby||||Willie Hightower||Quincy Jones|||Mel & Kim|||||The Rationals|Silver Convention|Two B|||Woodwork ; http//www.whoweare.net/|||
|Branche, Stacye ; http//www.StacyeBranche.com/|Johnny Cash|Terry Dexter||||Willie Hill||Rebbie Jackson|||Mel & Tim|||||Real Blues Brothers (Series), The|Simon Orchestra|Two In A Room||||||
|Brand New Heavies|Johnny Copeland|The 5th Dimension||||Willie Hutch||Rick James|||Melanie B|||||The Roots|Simply Red|Two O'Clock||||||
|Brandy ; http://www.foreverbrandy.com/|Judy Clay|The Delfonics||||Wynonie Harris||Ricky Jones|||Moore, Melba|||||Rude Boys, The|Sinbad's Summer Jam: Soul Music Festival (Series)|Two Tons (weather Girls)||||||
|Brass Construction|Creole & Coconuts, Kid|The Dells||||Hollister, Dave ; http://www.davehollister.com/||Robert John|||Morgan, Meli'sa |||||Thomas Richardson|Sinnamon/Foxx|Two Without Hats||||||
|Brave New Girl ; http//www.bravenewgirl.com/|King Curtis|The Disco Years (Series)||||Hot Chocolate||Robert Johnson|||Melody|||||Tony Rich|Sir Joe Quarterman & Free Soul|Tymes||||||
|Braxtons, The|Laurence Cottle|The Downliners Sect||||Houston, Marques ; http://www.marques-houston.com/||Rodney Jones|||Memories Of Times Square Record Shop (Series)|||||Toshi Reagon|Sir Oliver's Blues Distil|Typical Cats||||||
|Brazen|Lester Chambers|The Dramatics||||Honey Luv ; http//www.honeyluv.com/||Ronnie Jones|||Memory Lane|||||Vanessa Rubin|Siraj|Tyren||||||
|Breakwater|Linda Clifford|Thornetta Davis||||Hornheads ; http//www.bone2bwildmusic.com/||Ronny Jordan|||Memphis Horns|||||Wallace Roney|Sisqo|Tyrese||||||
|Brecker Brothers|Mariah Carey ; http://www.mariahcarey.com/|Tyrone Davis||||Hummers, The ; http//www.the-hummers.com/||Ruby Johnson|||Memphis Minnie|||||R-Gang ; http//www.r-gang.com/|Sissy Penis Factory|Walter Tabayoyong||||||
|Brenda|Mel Carter|Tyrone Dickerson||||Humphrey ; http//www.humphreymusic.com/||Sherri Jackson|||Memphis Slim|||||RAW74 ; http//www.raw74.co.uk/|Sister Nation|Trout Band, Walter||||||
|Brenda & Tabulations|Merry Clayton|Varetta Dillard||||||Shirley Jones|||Memphis Soul Revue|||||Resin ; http//www.resinweb.com/|Sister Sledge|Tyrell, Wesley J. ||||||
|Brick|Michael Coleman|Will Downing||||||Syl Johnson|||Men|||||Reverend Funk and the Horns of Salvation ; http//www.reverendfunk.com/|Sisters Love|White Tam||||||
|Brides of Jesus ; http//www.bridesfunk.com/|Michael Cooper|William DeVaughn||||||Syleena Johnson|||Men At Large|||||Rhythm City ; http//www.rhythm-city.com/|Skin Deep|Townes Van Zandt||||||
|Brilliant Corners|Mickey Champion|Willie Dixon||||||The JBs|||Men In Black (Related Recordings)|||||Rick Hudson Band ; http//www.rickhudson.co.uk/|Skull Snaps|Thomas, Brian ; http//www.bryanthomas.com/||||||
|Brilliant! The Global Dance Music Experiment (Series)|Miranda Brooke Carroll|||||||Jenny May Band, The|||Men Of Vizion|||||Root Doctors, The ; http//www.rootdoctors.com/|Sky|Timothea ; http//www.timothea.com/||||||
|Bring On Da Funk (Series)|Natalie Cole|Danny K ; http//www.dannyk.co.za/||||||Jive Five, The|||Menace|||||Ross, Kendra ; http//www.kendraross.com/|Skyscraper|Tracey ; http//www.traceymusic.net/||||||
|Briss|Neneh Cherry|DeAnne, Barbria ; http//www.barbriadeanne.com/||||||Valerie Jolivet|||Menageri|||||Roz ; http//www.rdnsensuous.com/|Skyy|Twist! ; http//www.twistband.com/||||||
|Brook Benton|Nikka Costa|Dedeaux, Paige ; http//www.paigededeaux.com/||||||Walter Jackson|||Messiah|||||Rubberneck ; http//www.rubberneck.com/|Slapbak|Tyghtship ; http//www.tyghtship.com/||||||
|Brooklyn Funk Essentials|Norman Connors|Deep Banana Blackout ; http//www.deepbananablackout.com/||||||Jhene ; http://www.jhene.com/|||Meters||||||Slave|||||||
|Brothaz By Choice|Otis Clay|Dells, The ; http//www.themightydells.com/||||||Jon B. ; http://www.jonbeyond.com/|||Method Man||||||Slippers|||||||
|Brother Keyle and the Funky Beans ; http//www.funkybeans.com/|Paul Carrack|Diamond, Lance ; http//www.lancediamond.net/||||||Jack Mack and the Heart Attack ; http//www.jackmack.com/|||Methrone||||||Slipping Around|||||||
|Brothers Johnson|Paul F Cowlan|Douglas, Jared ; http//www.jareddouglas.com/||||||Jackson, Bull Moose ; http//www.bullmoosejackson.com/|||Metropolitan Freestyle Extravaganza (Series)||||||Slow Dancin'|||||||
|Brothers Of Soul|Peter Crosa|Duwende ; http//www.duwende.com/||||||JADEgroove ; http//www.jadegroove.com/|||Mg's||||||Slow Grind (series)|||||||
|Brown ; http//www.brownmusic.com/|Petula Clark|Dwele ; http//www.dwele.net/||||||Jantony ; http//www.jantony.com/|||Miami; Robert Moore||||||Slow Jams (Series)|||||||
|Brown Eyed Soul (Series)|Randy Crawford|||||||Jay, Stephen ; http//www.stephenjay.com/|||Bliss Band, Michael||||||Slow Jamz From Back In Da Day (Series)|||||||
|Hornet, Brown|Ray Charles ; http://www.raycharles.com/|||||||Jaystorm ; http//www.jaystorm.net/|||McDonald, Michael||||||Slum Village|||||||
|Brown, Errol ; http//www.errolbrown.com/|Rockie Charles|||||||Jive ; http//www.boulderjive.com/|||McGrath, Michael||||||Sly|||||||
|Brown, Gary ; http//www.gabbrorecords.com/|Ron Carter|||||||Jones, Krystle ; http//www.KrystleJones.com/|||Monarch, Michael||||||Sly & Robbie|||||||
|Brownstone|Roscoe Chenier|||||||Jones, The ; http//www.the-jones.com/|||Michel'le||||||Sly & The Family Stone|||||||
|Buck, Jon David|Roy C.|||||||Josh Dodes Band ; http//www.jdband.com/|||Mickey||||||Sly Slick & Wicked|||||||
|Buckshot LeFonque|Ruth Copeland|||||||Julia & Company ; http//www.juliaandco.com/|||Mickey & Sylvia||||||Smokey Robinson (Tribute)|||||||
|Buddha Funk Special ; http//www.buddhafunkspecial.com/|Sam Cooke ; http://www.samcooke.com/|||||||JusTus ; http//www.justuslive.com/|||Micmac Dance Party (Series)||||||Smokin' with Superman ; http//www.smokinwithsuperman.com/|||||||
|Buddists|Samantha Cole||||||||||Micmac House Dance Party (Series)||||||Smoochin'...(Series)|||||||
|Buick 6|Shirley Caesar||||||||||Midnight Star||||||Smooth|||||||
|Bull City Red|Slimm Calhoun||||||||||Mighty Clouds Of Joy||||||Smooth Approach|||||||
|Bumpus ; http//www.bumpusweb.com/|Space Cadets||||||||||Mighty Ryeders||||||Smooth Grooves: A Sensual Collection (Series)|||||||
|Burners UK|Stanley Clarke||||||||||Mighty Sam McClain||||||Smooth Grooves: New Jack Ballads (Series)|||||||
|Bacharach (Tribute), Burt|Steve Clarke||||||||||Miguel Pineda-Van Gelder||||||Smooth Grooves: The '60s (Series)|||||||
|Busta Rhymes|Steve Clayton & 44's||||||||||Miles Davis (Tribute)||||||Snap|||||||
|Benton, Buster|Steve Cropper||||||||||Millennium Party (Series)||||||Snoop Dogg|||||||
|Butter Band, The ; http//www.butterband.com/|Terry Callier||||||||||Mimi||||||Snow|||||||
|Buzz|Tevin Campbell||||||||||Mind Over Body||||||Soave|||||||
|Carey Bell|The Cadillacs||||||||||Mingo Fishtrap ; http//www.mingofishtrap.com/||||||Society Of Soul|||||||
|Carter Burwell|The Campbell Brothers||||||||||Mingu Malam||||||Softones|||||||
|Celi Bee|The Chairmen of the Board||||||||||Minister Isaac Mullins Jr.||||||Solex|||||||
||The Chess 50th Anniversary Collection (Series)||||||||||Mint Condition||||||Solid Gold Soul (Series)|||||||
|Charles Brown|The Choice Four||||||||||Mint Juleps||||||Solo|||||||
|Chris Barber|The Cleftones||||||||||Mississippi Matilda||||||Solsonics|||||||
|Chris Bartley|The Complete Stax/Volt Soul Singles (Series)||||||||||Mista||||||Somethin' For The People|||||||
|Chris Bender|The Countdown Kids||||||||||Misure||||||Songs You Know By Heart (Series)|||||||
|Chuck Brown|The Cover Girls||||||||||Modjo||||||Sonique|||||||
|Chuckii Booker|The Cream Of The Crop (Series)||||||||||Mofro ; http//www.mofro.net/||||||Sonny Spoon|||||||
|Clarence "Gatemouth" Brown|The Crowmatix||||||||||Mojo Blues Band||||||Soul 2 Soul|||||||
|Colin Blunstone|The Crusaders||||||||||Mokenstef||||||Soul Brothers and Sisters (Series)|||||||
|Darrell Banks|Torrey Carter||||||||||Molasses||||||Soul Children|||||||
|Dave Baker|Valerie Carter||||||||||Monet||||||Soul Classics ( I.M.J. Series)|||||||
|Dennis Brown|Willie Clayton||||||||||Money Mark||||||Soul Classics (CEMA Series)|||||||
|Don Bryant|Woody Carr||||||||||Monica ; http://www.monica.com/||||||Soul Classics (Rebound Records Series)|||||||
|Donald Byrd|Woody Cunningham||||||||||Monifah||||||Soul Classics: Quiet Storm (Series)|||||||
|Earl Bostic|Cantrell, Blu ; http://www.blucantrell.com/||||||||||Montclairs||||||Soul For Real|||||||
|Elastic Band|Chesnutt, Cody ; http://www.codychesnutt.com/||||||||||Monteco||||||Soul Generation|||||||
|Elkie Brooks|Chou, Jay ; http://www.jay2u.com/||||||||||Moochers||||||Soul Hits (Series)|||||||
|Eric Benet|City High ; http://www.cityhigh.com/||||||||||Moodymann||||||Soul Hits Of The '70s - Didn't It Blow Your Mind (Series)|||||||
|Eric Bibb|Clark, Mike ; http://www.mikeclarkmusic.com/||||||||||Moonstone||||||Soul Legends (Series)|||||||
|Eric Brandoli|Collins, Bootsy ; http://www.bootsycollins.com ||||||||||Mosley & Johnson||||||Soul Patrol: Southern Soul Classics (Series)|||||||
|Eric Burdon|C.A. Jones ; http//www.cajones.cc/||||||||||Most Valuable Players (Series)||||||Soul Providers|||||||
|Erica Ballinger Features San Francisco Musicians|Cabarrus Street All-Stars ; http//www.cabarrusstreetallstars.com/||||||||||Motown Classic Hits (Series)||||||Soul Rebels|||||||
|Erykah Badu ; http://www.erykahbadu.com/|Campos, Al ; http%3A//www.AlCampos.com/||||||||||Motown Legends (Series)||||||Soul Shots (Series)|||||||
|Eugene Barry-Hill|Chandler, Gene ; http//www.genedukeofearl.com/||||||||||Motown Year By Year (Series)||||||Soul Sisters|||||||
|Fontella Bass|Chanté Keshia ; http//www.keshiachante.com/||||||||||Motown's Lost & Found||||||Soul Survivors|||||||
|Foxy Brown|Che´ Nazzerith ; http//www.chenazz.com/||||||||||Motown: Sixteen #1 Hits (Series)||||||Soul Underground-Feelin' Good|||||||
|Francy Boland|Chunk of Funk ; http//www.chunkoffunk.com/||||||||||Movin' To The Grooves||||||Soulfood 76|||||||
|Franz Butler|Church, Jarvis ; http//www.jarvischurch.info/ ||||||||||Mq3||||||Soulful Christmas|||||||
|Freddy Butler|Conlin, Busk ; http//www.buskconlin.com/||||||||||Mr. D||||||Soulful Divas (Series)|||||||
|Gene Barge|Count Basic ; http//www.countbasic.com/||||||||||Mr. Jae||||||Soulful Grooves: R&B Instrumental Classics (Series)|||||||
|Geoff Bradford|Cox, Tina ; http//www.tinacox.com/||||||||||Mtume||||||Soulful Love Duets (Series)|||||||
|George Benson|Crayon Sky ; http//www.crayonskymusic.com/||||||||||Mtv Party To Go||||||Soulive|||||||
|Guy Black|Crönk ; http//www.getcronk.com/||||||||||Muddy Waters||||||Sound Assembly|||||||
|Hamiet Bluiett|Cubistic Jack ; http//www.cubisticjack.com/||||||||||Muldaur/Wilson/Burke/Eaglin||||||Sound Choice Star Series: Female Hits Of The '90s|||||||
|Hamilton Bohannon|||||||||||Mummers||||||Sound Experience|||||||
|Hank Ballard|||||||||||Music For A Hot Body (Series)||||||Sounder|||||||
|Horace Brown|||||||||||Music for Little People||||||Sounds of Blackness|||||||
|J. Blackfoot|||||||||||Musiq ; http://www.musiqsoulchild.com/||||||Soundtrack For A Century (Series)|||||||
|J. J. Barnes|||||||||||Mutiny||||||South Park (Related Recordings)|||||||
|James Brown ; http://www.godfatherofsoul.com/|||||||||||Mwalim||||||Southern Shades Of Blue (Series)|||||||
|Jennifer Brown|||||||||||My Fair Lady (Related Recordings)||||||Southside Johnny|||||||
|Jerry Braxton|||||||||||Mya ; http://www.myamya.com/||||||Southside Movement|||||||
|Jerry Butler|||||||||||Myron||||||Spaniels|||||||
|Jjason Blackwell|||||||||||Mystic Moods Orchestra||||||Sparkle ; http//www.sparkleonline.net/|||||||
|Jo Jo Benson|||||||||||Mystikal||||||Special Blendz ; http//www.specialblendz.com/|||||||
|Joanne Barry|||||||||||Nuno Mindelis||||||Speciality Archives : Legends Of Golden Age Gospel (Series)|||||||
|Jocelyn Brown|||||||||||Morgan, Oliver|||||Righteous Brothers|Spectrum|||||||
|Joe Bataan|||||||||||Martinez, Osvaldo||||||Speech|||||||
|Joe Bowie|||||||||||Patiokings||||||Spellbound|||||||
|John Butler|||||||||||Medford, Paul J.||||||Spinners|||||||
|Jon B|||||||||||Mayfield, Percy||||||Spooks|||||||
|Jonathan Butler|||||||||||Phil New Orleans All-Sta Mason||||||Spotlite On Apollo Records (Series)|||||||
|KC Brass|||||||||||Pigmeat Markham||||||Spotlite On Capitol Records (Series)|||||||
|Keni Burke|||||||||||R.J. Mischo||||||Spotlite On Class Records (Series)|||||||
|Kurtis Blow|||||||||||Ricky Martin||||||Spotlite On End Records (Series)|||||||
|LaVern Baker|||||||||||Ronee Martin||||||Spotlite On Gee Records (Series)|||||||
|Lance Baker Jr.|||||||||||Ronnie McNeir||||||Spotlite On Gone Records (Series)|||||||
|Leon Bryant|||||||||||Moore, Rosie Mae||||||Spotlite On Gotham Records (Series)|||||||
|Lou Bennett|||||||||||Roy Meriwether||||||Spotlite On Herald Records (Series)|||||||
|Marc Bolan & T Rex|||||||||||Samantha Mumba||||||Spotlite On Hull Records (Series)|||||||
|Mary J. Blige ; http://www.mjblige.com/|||||||||||Sarah Jane Morris||||||Spotlite On Josie Records (Series)|||||||
|Maxine Brown|||||||||||Shirley Murdock||||||Spotlite On Jubilee Records (Series)|||||||
|Michael Bishop|||||||||||Stan Mosley||||||Spotlite On Mainline Records (Series)|||||||
|Mikki Bleu|||||||||||Stanton Moore||||||Spotlite On Rainbow Records (Series)|||||||
|Miquel Brown|||||||||||Stephanie Mills||||||Spotlite On Rama Records (Series)|||||||
|Nicolas Bearde|||||||||||Stick McGhee||||||Spotlite On Roulette Records (Series)|||||||
|Pat Brown|||||||||||Taj Mahal||||||Spotlite On Sun Records (Series)|||||||
|Peabo Bryson|||||||||||Teena Marie||||||Spotlite On Warwick Records (Series)|||||||
|Pete & Ian Lynn Brown|||||||||||The Moments||||||Stan Webb's Chicken Shack|||||||
|Peter Brown|||||||||||The Mystics||||||Star Profile (Interview Series)|||||||
|Peter Brown|||||||||||Tina Moore||||||Starpoint|||||||
|Philip Bailey ; http://www.philipbailey.com/|||||||||||Trina Maxwell||||||Stax-O'-Soul|||||||
|Ralph Brown|||||||||||Van McCoy||||||Steel Pulse|||||||
|Ray Bonneville|||||||||||Vivienne McKone||||||Steeles|||||||
|Regina Belle|||||||||||Wendy Moten||||||Stephen Simmonds|||||||
||||||||||||Macy, William H. ||||||Steps|||||||
|Robby Bright|||||||||||Willie Max||||||Stevie Wonder (Tribute)|||||||
|Rod Bernard|||||||||||Willie Mitchell||||||Straight Up|||||||
|Roy Brown|||||||||||Willie Morganfield||||||Strawberri|||||||
|Ruth Brown|||||||||||Wilson Meadows||||||Street Jams (Series)|||||||
|Shirley Bassey|||||||||||Yvette Michele||||||Street Vibes (UK Series)|||||||
|Shirley Brown|||||||||||Zane Mark||||||Strip Jointz (Series)|||||||
|Solomon Burke|||||||||||Mario ; http://www.mario2u.com/||||||Strokeland Superband|||||||
|Stevie B|||||||||||Milian, Christina ; http://www.christinamilian.com/ ||||||Stuff|||||||
|Tamar, Braxton|||||||||||Missy Elliott ; http://www.missy-elliott.com/||||||Stuntmasterz|||||||
|Tanya Blount|||||||||||Monét, Jerzee ; http://www.jerzeemonet.com/||||||Stylistics|||||||
|Terence Blanchard|||||||||||Mis-Teeq ; http://www.misteeq.com/||||||Stylz|||||||
|The Best Of Chess (Series)|||||||||||Morgan, Debelah ; http://www.debelahmorgan.com/||||||Subway|||||||
|The Big Chill (Related Recordings)|||||||||||Ms. Dynamite ; http://www.msdynamite.co.uk/||||||Sugar Hill|||||||
|The Blackbyrds|||||||||||Madd Hatter Review, The ; http//www.maddhatterreview.com/||||||Sugar Shack|||||||
|The Blade Co.|||||||||||Madison Heighte Soul Experience ; http//www.madison-soul.co.uk/||||||Sugarman Three|||||||
|The Box Tops|||||||||||Maertens, Patricia ; http//www.patriciamaertens.com/||||||Summer/Moroder|||||||
|The Boys Choir of Harlem|||||||||||Mango Room, The ; http//www.themangoroom.com/||||||Sun|||||||
|The Boys From Syracuse (Related Recordings)|||||||||||Marie, Teen ; http//www.teenamarie.com/||||||Sun Splashin' (Series)|||||||
|The Kelly Brothers|||||||||||Marsels, The ; http//www.marsels.com/||||||Sunshine Anderson|||||||
|Tim Berne|||||||||||Martin, Leon ; http//www.leonmartin.com/||||||Super Non Stop (Series)|||||||
|Tiny Bradshaw|||||||||||Meteorite ; http//www.meteoritemusic.com/||||||Super Soul Blues (Series)|||||||
|Tom Browne|||||||||||Miracle Orchestra ; http//www.MiracleOrchestra.com/||||||Super Taylors|||||||
|Toni Braxton|||||||||||Moe´s Kitchen ; http//www.moeskitchen.com/||||||SuperHoney ; http//www.superhoney.com/|||||||
|Vickie Baker|||||||||||Monte Moir ; http//www.montemoir.com/||||||Superblues: All-Time Classic Blues Hits (Series)|||||||
|Vincent Bingham|||||||||||Moore Foundation ; http//www.themoorefoundation.com/||||||Superbs|||||||
|Walter Becker|||||||||||Moore, Sam ; http//www.sammoore.net/||||||Supremes|||||||
|Wayne Burton|||||||||||Morrison, George P. ; http//www.surfvampire.com/||||||Suresha Hill|||||||
|Wendell Brown|||||||||||Moses Mayes & The Funk Family Orchestra ; http//www.mosesmayes.com/||||||Surface|||||||
|Wilbur 'bad' Bascomb|||||||||||Motor Booty Affair ; http//www.motorbootyaffair.com/||||||Sutherland Brothers|||||||
|Will Batts|||||||||||Murat, Rob ; http//www.robmurat.com/||||||Swamp Click|||||||
|William Bell|||||||||||Myers, Dexter ; http//www.dextermyers.com/||||||Swamp Dogg|||||||
|Willie Bobo|||||||||||http//www.raymyers.com/||||||Sweatracks|||||||
|Blackstreet ; http://www.blackstreetmusic.com/|||||||||||||||||Sweet Fellowship Inspirational & Main Line Interdenominational Choirs|||||||
|Barnett, Latrice ; http//www.latricebarnett.com/|||||||||||||||||Sweet Inspirations|||||||
|Beat Down Sound ; http//www.beatdownsound.com/|||||||||||||||||Sweet Sable|||||||
|Budists ; http//www.budists.co.uk/|||||||||||||||||Sweet Sensation|||||||
||||||||||||||||||Sweet Thunder|||||||
||||||||||||||||||Sweetback|||||||
||||||||||||||||||Sweetbox|||||||
||||||||||||||||||Sweetman & His Southside Groove Kings|||||||
||||||||||||||||||Swing City Big Band|||||||
||||||||||||||||||Swingin' Medallions|||||||
||||||||||||||||||Switch|||||||
||||||||||||||||||Smith, Sy|||||||
||||||||||||||||||Sybersound|||||||
||||||||||||||||||Sybil|||||||
||||||||||||||||||Sylvers|||||||
||||||||||||||||||Sylvester|||||||
||||||||||||||||||Sylvia|||||||
||||||||||||||||||Sylvia/Moments|||||||
||||||||||||||||||System|||||||
||||||||||||||||||Ted Sirota|||||||
||||||||||||||||||Terry Steele|||||||
||||||||||||||||||Terry Stephen|||||||
||||||||||||||||||S.O.S. Band, The|||||||
||||||||||||||||||Salsoul Orchestra, The|||||||
||||||||||||||||||Shadow Masters, The|||||||
||||||||||||||||||The Shadows|||||||
||||||||||||||||||The Shazam|||||||
||||||||||||||||||Solomon Brothers, The|||||||
||||||||||||||||||Soul Stirrers, The|||||||
||||||||||||||||||Staple Singers, The|||||||
||||||||||||||||||Stax/Volt Revue (Series), The|||||||
||||||||||||||||||Sullivan Years (Series), The|||||||
||||||||||||||||||Sweet Sounds Of Muscle Shoals (Series), The|||||||
||||||||||||||||||Tony Scott|||||||
||||||||||||||||||Tracie Spencer|||||||
||||||||||||||||||Victor Sila|||||||
||||||||||||||||||Vonda Shepard|||||||
||||||||||||||||||Wayne Shorter|||||||
||||||||||||||||||Will Smith|||||||
||||||||||||||||||Strecker, William Hart |||||||
||||||||||||||||||Second Image ; http//www.secondimage.org/|||||||
||||||||||||||||||Secret Gossip ; http//www.secretgossipmusic.com/|||||||
||||||||||||||||||Seknd Chance ; http//www.sekndchance.com/|||||||
||||||||||||||||||September, Kathy ; http//www.kathyseptember.com/|||||||
||||||||||||||||||Shaw, Lester ; http//www.lestershaw.com/|||||||
||||||||||||||||||Slippers, The ; http//www.slippersmusic.com/|||||||
||||||||||||||||||Smit-Haüs ; http//www.smithaus.com/|||||||
||||||||||||||||||So Plush ; http//www.soplushfan.com/|||||||
||||||||||||||||||Soul Agents ; http//www.soulagents.com/|||||||
||||||||||||||||||Soul Deacons ; http//www.souldeacons.com/|||||||
||||||||||||||||||Soul Disciples ; http//www.souldisciples.co.uk/|||||||
||||||||||||||||||Soul Enterprise ; http//www.soulent.com|||||||
||||||||||||||||||Soul Fever ; http//www.soulfever.net/|||||||
||||||||||||||||||Soul Fusion ; http//www.soulfusionband.com/|||||||
||||||||||||||||||Soul Patrol, The ; http//www.thesoulpatrol.com/|||||||
||||||||||||||||||Soul Power ; http//www.soulpower.biz/|||||||
||||||||||||||||||Soul Prophets ; http//www.soulprophets.com/|||||||
||||||||||||||||||Soul Proprietor ; http//www.soulproprietor.net/|||||||
||||||||||||||||||Soul Traders, The ; http//www.oxfordsoul.com/|||||||
||||||||||||||||||Souled Out ; http//www.souledoutband.com/|||||||
||||||||||||||||||Soulvation ; http//www.soulvation.tv/|||||||
||||||||||||||||||Sun Messengers ; http//www.sunmessengers.com/|||||||
||||||||||||||||||SuperBooty ; http//www.superbooty.com/|||||||
||||||||||||||||||Sweet Addiction ; http//www.sweetaddiction.com/|||||||
